,date,subject,period,reg,behavior,receptor,duration,macro_bhv
2203,2019-05-06,Jawie,pregame,2,forr,[],21.0,feeding
2204,2019-05-06,Jawie,pregame,2,tre,[],5.0,moving
2205,2019-05-06,Jawie,pregame,2,sen,[],73.0,resting
2206,2019-05-06,Jawie,pregame,2,aprox,['Hadia'],5.0,social
2207,2019-05-06,Jawie,pregame,2,jun,['Hadia'],30.0,social
2208,2019-05-06,Jawie,pregame,2,mama,['Hadia'],14.0,
2209,2019-05-06,Jawie,pregame,2,jun,['Hadia'],4.0,social
2210,2019-05-06,Jawie,pregame,2,mama,['Hadia'],70.0,
2211,2019-05-06,Jawie,pregame,2,jun,['Hadia'],33.0,social
2212,2019-05-06,Jawie,pregame,2,alogroo,['Hadia'],7.0,social
2213,2019-05-07,Jawie,pregame,2,jun,['Hadia'],54.0,social
2214,2019-05-07,Jawie,pregame,2,bra,[],45.0,moving
2215,2019-05-07,Jawie,pregame,2,groo,[],41.0,grooming
2216,2019-05-07,Jawie,pregame,2,bra,[],26.0,moving
2217,2019-05-07,Jawie,pregame,2,groo,[],23.0,grooming
2218,2019-05-07,Jawie,pregame,2,bra,[],91.0,moving
2219,2019-05-07,Jawie,pregame,2,groo,[],26.0,grooming
2220,2019-05-07,Jawie,pregame,2,bra,[],146.0,moving
2221,2019-05-07,Jawie,pregame,2,cam,[],19.0,moving
2222,2019-05-07,Jawie,pregame,2,sen,[],37.0,resting
2223,2019-05-07,Jawie,pregame,2,aprox,['Hadia'],5.0,social
2224,2019-05-07,Jawie,pregame,2,jun,['Hadia'],57.0,social
2225,2019-05-07,Jawie,pregame,2,sen,[],35.0,resting
2226,2019-05-20,Jawie,game,1,jun,['Hadia'],443.0,social
2227,2019-05-20,Jawie,game,1,trans,['Hadia'],19.0,social
2228,2019-05-20,Jawie,game,1,jun,['Hadia'],138.0,social
2229,2019-05-20,Jawie,game,2,alim,[],49.0,feeding
2230,2019-05-20,Jawie,game,2,forr,[],16.0,feeding
2231,2019-05-20,Jawie,game,2,alim,[],265.0,feeding
2232,2019-05-20,Jawie,game,2,forr,[],15.0,feeding
2233,2019-05-20,Jawie,game,2,alim,[],10.0,feeding
2234,2019-05-20,Jawie,game,2,hur,[],3.0,grooming
2235,2019-05-20,Jawie,game,2,alim,[],38.0,feeding
2236,2019-05-20,Jawie,game,2,solj,['Storma'],2.0,social
2237,2019-05-20,Jawie,game,2,cam,[],22.0,moving
2238,2019-05-20,Jawie,game,2,alim,[],13.0,feeding
2239,2019-05-20,Jawie,game,2,solj,['Storma'],2.0,social
2240,2019-05-20,Jawie,game,2,jun,"['Locky', 'Storma']",30.0,social
2241,2019-05-20,Jawie,game,2,alogroo,['Storma'],41.0,social
2242,2019-05-20,Jawie,game,2,jun,['Storma'],19.0,social
2243,2019-05-20,Jawie,game,2,cam,[],12.0,moving
2244,2019-05-20,Jawie,game,2,cuad,[],17.0,
2245,2019-05-20,Jawie,game,2,cam,[],11.0,moving
2246,2019-05-20,Jawie,game,2,tre,[],10.0,moving
2247,2019-05-20,Jawie,game,2,cam,[],3.0,moving
2248,2019-05-20,Jawie,game,2,forr,[],17.0,feeding
2249,2019-05-20,Jawie,game,2,cam,[],5.0,moving
2250,2019-05-22,Jawie,game,1,sen,[],10.0,resting
2251,2019-05-22,Jawie,game,1,jexp,[],20.0,playing
2252,2019-05-22,Jawie,game,1,sen,[],18.0,resting
2253,2019-05-22,Jawie,game,1,hur,[],4.0,grooming
2254,2019-05-22,Jawie,game,1,sen,[],281.0,resting
2255,2019-05-22,Jawie,game,1,cam,[],8.0,moving
2256,2019-05-22,Jawie,game,1,jexp,[],15.0,playing
2257,2019-05-22,Jawie,game,1,sen,[],120.0,resting
2258,2019-05-22,Jawie,game,1,tre,[],9.0,moving
2259,2019-05-22,Jawie,game,1,cam,[],11.0,moving
2260,2019-05-22,Jawie,game,1,aprox,"['Locky', 'Popo', 'Hadia']",4.0,social
2261,2019-05-22,Jawie,game,1,con,"['Locky', 'Popo', 'Hadia']",20.0,agonistic
2262,2019-05-22,Jawie,game,1,cam,[],15.0,moving
2263,2019-05-22,Jawie,game,1,tre,[],19.0,moving
2264,2019-05-22,Jawie,game,1,sen,[],46.0,resting
2265,2019-05-22,Jawie,game,2,sen,[],48.0,resting
2266,2019-05-22,Jawie,game,2,cam,[],5.0,moving
2267,2019-05-22,Jawie,game,2,sen,[],386.0,resting
2268,2019-05-22,Jawie,game,2,tre,[],8.0,moving
2269,2019-05-22,Jawie,game,2,cam,[],9.0,moving
2270,2019-05-22,Jawie,game,2,alim,[],24.0,feeding
2271,2019-05-23,Jawie,game,1,jun,['Hadia'],75.0,social
2272,2019-05-23,Jawie,game,1,aprox,['Storma'],5.0,social
2273,2019-05-23,Jawie,game,1,jun,"['Storma', 'Hadia']",51.0,social
2274,2019-05-23,Jawie,game,1,jun,['Storma'],160.0,social
2275,2019-05-23,Jawie,game,1,alogroo,['Storma'],287.0,social
2276,2019-05-23,Jawie,game,1,sen,[],24.0,resting
2277,2019-05-23,Jawie,game,1,cam,[],9.0,moving
2278,2019-05-23,Jawie,game,1,tre,[],4.0,moving
2279,2019-05-23,Jawie,game,1,sen,[],50.0,resting
2280,2019-05-23,Jawie,game,2,bra,[],144.0,moving
2281,2019-05-23,Jawie,game,2,groo,[],25.0,grooming
2282,2019-05-23,Jawie,game,2,bra,[],8.0,moving
2283,2019-05-23,Jawie,game,2,groo,[],11.0,grooming
2284,2019-05-23,Jawie,game,2,bra,[],25.0,moving
2285,2019-05-23,Jawie,game,2,ras,[],14.0,grooming
2286,2019-05-23,Jawie,game,2,aprox,['Storma'],3.0,social
2287,2019-05-23,Jawie,game,2,solj,['Storma'],5.0,social
2288,2019-05-23,Jawie,game,2,bra,[],12.0,moving
2289,2019-05-23,Jawie,game,2,sen,[],28.0,resting
2290,2019-05-23,Jawie,game,2,solj,['Storma'],2.0,social
2291,2019-05-23,Jawie,game,2,cam,[],11.0,moving
2292,2019-05-23,Jawie,game,2,sen,[],32.0,resting
2293,2019-05-23,Jawie,game,2,aprox,['Hadia'],5.0,social
2294,2019-05-23,Jawie,game,2,jun,['Hadia'],82.0,social
2295,2019-05-23,Jawie,game,2,sen,[],12.0,resting
2296,2019-05-23,Jawie,game,2,ras,[],2.0,grooming
2297,2019-05-23,Jawie,game,2,sen,[],182.0,resting
2298,2019-05-24,Jawie,game,2,sen,[],39.0,resting
2299,2019-05-24,Jawie,game,2,tre,[],21.0,moving
2300,2019-05-24,Jawie,game,2,bra,[],109.0,moving
2301,2019-05-24,Jawie,game,2,ras,[],12.0,grooming
2302,2019-05-24,Jawie,game,2,bra,[],8.0,moving
2303,2019-05-24,Jawie,game,2,groo,[],24.0,grooming
2304,2019-05-24,Jawie,game,2,bra,[],57.0,moving
2305,2019-05-24,Jawie,game,2,sen,[],5.0,resting
2306,2019-05-24,Jawie,game,2,bra,[],10.0,moving
2307,2019-05-24,Jawie,game,2,marc,['Storma'],11.0,agonistic
2308,2019-05-24,Jawie,game,2,jun,['Hadia'],12.0,social
2309,2019-05-24,Jawie,game,2,solj,['Storma'],2.0,social
2310,2019-05-24,Jawie,game,2,bra,[],3.0,moving
2311,2019-05-24,Jawie,game,2,sen,[],41.0,resting
2312,2019-05-24,Jawie,game,2,bra,[],92.0,moving
2313,2019-05-24,Jawie,game,2,solj,['Storma'],11.0,social
2314,2019-05-24,Jawie,game,2,marc,['Storma'],5.0,agonistic
2315,2019-05-24,Jawie,game,2,tre,[],3.0,moving
2316,2019-05-24,Jawie,game,2,bra,[],70.0,moving
2317,2019-05-24,Jawie,game,2,aprox,['Hadia'],5.0,social
2318,2019-05-24,Jawie,game,2,jun,['Hadia'],27.0,social
2319,2019-05-24,Jawie,game,2,alogroo,['Hadia'],40.0,social
2320,2019-05-27,Jawie,game,1,sen,[],38.0,resting
2321,2019-05-27,Jawie,game,1,ras,[],5.0,grooming
2322,2019-05-27,Jawie,game,1,tre,[],25.0,moving
2323,2019-05-27,Jawie,game,1,sen,[],35.0,resting
2324,2019-05-27,Jawie,game,1,tre,[],5.0,moving
2325,2019-05-27,Jawie,game,1,sen,[],9.0,resting
2326,2019-05-27,Jawie,game,1,tre,[],18.0,moving
2327,2019-05-27,Jawie,game,1,cam,[],16.0,moving
2328,2019-05-27,Jawie,game,1,forr,[],6.0,feeding
2329,2019-05-27,Jawie,game,1,sen,[],45.0,resting
2330,2019-05-27,Jawie,game,1,cam,[],11.0,moving
2331,2019-05-27,Jawie,game,1,sen,[],78.0,resting
2332,2019-05-27,Jawie,game,1,groo,[],20.0,grooming
2333,2019-05-27,Jawie,game,1,sen,[],11.0,resting
2334,2019-05-27,Jawie,game,1,ras,[],2.0,grooming
2335,2019-05-27,Jawie,game,1,sen,[],32.0,resting
2336,2019-05-27,Jawie,game,1,ras,[],6.0,grooming
2337,2019-05-27,Jawie,game,1,sen,[],35.0,resting
2338,2019-05-27,Jawie,game,1,groo,[],31.0,grooming
2339,2019-05-27,Jawie,game,1,aprox,['Popo'],2.0,social
2340,2019-05-27,Jawie,game,1,cam,[],19.0,moving
2341,2019-05-27,Jawie,game,1,sen,[],44.0,resting
2342,2019-05-27,Jawie,game,1,aprox,['Hadia'],2.0,social
2343,2019-05-27,Jawie,game,1,jun,['Hadia'],51.0,social
2344,2019-05-27,Jawie,game,1,alogroo,['Hadia'],41.0,social
2345,2019-05-27,Jawie,game,1,mama,['Hadia'],13.0,
2346,2019-05-27,Jawie,game,2,alim,[],201.0,feeding
2347,2019-05-27,Jawie,game,2,hur,[],8.0,grooming
2348,2019-05-27,Jawie,game,2,alim,[],289.0,feeding
2349,2019-05-27,Jawie,game,2,cam,[],22.0,moving
2350,2019-05-27,Jawie,game,2,sen,[],80.0,resting
2351,2019-05-28,Jawie,game,1,sen,[],10.0,resting
2352,2019-05-28,Jawie,game,1,jexp,[],20.0,playing
2353,2019-05-28,Jawie,game,1,groo,[],58.0,grooming
2354,2019-05-28,Jawie,game,1,sen,[],223.0,resting
2355,2019-05-28,Jawie,game,1,groo,[],61.0,grooming
2356,2019-05-28,Jawie,game,1,sen,[],12.0,resting
2357,2019-05-28,Jawie,game,1,cam,[],6.0,moving
2358,2019-05-28,Jawie,game,1,sen,[],45.0,resting
2359,2019-05-28,Jawie,game,1,tre,[],3.0,moving
2360,2019-05-28,Jawie,game,1,sen,[],165.0,resting
2361,2019-05-28,Jawie,game,2,bra,[],109.0,moving
2362,2019-05-28,Jawie,game,2,groo,[],12.0,grooming
2363,2019-05-28,Jawie,game,2,bra,[],9.0,moving
2364,2019-05-28,Jawie,game,2,hur,[],6.0,grooming
2365,2019-05-28,Jawie,game,2,bra,[],84.0,moving
2366,2019-05-28,Jawie,game,2,jun,['Hadia'],21.0,social
2367,2019-05-28,Jawie,game,2,aprox,['Storma'],2.0,social
2368,2019-05-28,Jawie,game,2,solj,['Storma'],2.0,social
2369,2019-05-28,Jawie,game,2,bra,[],317.0,moving
2370,2019-05-28,Jawie,game,2,cam,[],6.0,moving
2371,2019-05-29,Jawie,game,1,alim,[],68.0,feeding
2372,2019-05-29,Jawie,game,1,forr,[],12.0,feeding
2373,2019-05-29,Jawie,game,1,aprox,['Popo'],5.0,social
2374,2019-05-29,Jawie,game,1,jun,['Popo'],12.0,social
2375,2019-05-29,Jawie,game,1,forr,[],39.0,feeding
2376,2019-05-29,Jawie,game,1,alim,[],42.0,feeding
2377,2019-05-29,Jawie,game,1,ras,[],5.0,grooming
2378,2019-05-29,Jawie,game,1,alim,[],79.0,feeding
2379,2019-05-29,Jawie,game,1,aprox,['Storma'],5.0,social
2380,2019-05-29,Jawie,game,1,jun,['Storma'],39.0,social
2381,2019-05-29,Jawie,game,1,forr,[],7.0,feeding
2382,2019-05-29,Jawie,game,1,jun,['Storma'],25.0,social
2383,2019-05-29,Jawie,game,1,solj,['Storma'],7.0,social
2384,2019-05-29,Jawie,game,1,jun,['Storma'],42.0,social
2385,2019-05-29,Jawie,game,1,alim,[],163.0,feeding
2386,2019-05-29,Jawie,game,2,sen,[],285.0,resting
2387,2019-05-29,Jawie,game,2,aprox,['Hadia'],5.0,social
2388,2019-05-29,Jawie,game,2,jun,['Hadia'],13.0,social
2389,2019-05-29,Jawie,game,2,solj,['Hadia'],5.0,social
2390,2019-05-29,Jawie,game,2,jun,['Hadia'],72.0,social
2391,2019-05-29,Jawie,game,2,mama,['Hadia'],28.0,
2392,2019-05-29,Jawie,game,2,sen,[],22.0,resting
2393,2019-05-29,Jawie,game,2,cam,[],15.0,moving
2394,2019-05-29,Jawie,game,2,alim,[],79.0,feeding
2395,2019-05-29,Jawie,game,2,aprox,['Storma'],5.0,social
2396,2019-05-29,Jawie,game,2,jun,['Storma'],45.0,social
2397,2019-05-29,Jawie,game,2,solj,['Storma'],2.0,social
2398,2019-05-29,Jawie,game,2,cam,[],4.0,moving
2399,2019-05-29,Jawie,game,2,forr,[],8.0,feeding
2400,2019-05-29,Jawie,game,2,solj,['Storma'],2.0,social
2401,2019-05-29,Jawie,game,2,jun,['Storma'],8.0,social
2402,2019-05-29,Jawie,game,2,forr,[],7.0,feeding
2403,2019-05-30,Jawie,game,1,forr,[],14.0,feeding
2404,2019-05-30,Jawie,game,1,aprox,['Hadia'],5.0,social
2405,2019-05-30,Jawie,game,1,jun,['Hadia'],26.0,social
2406,2019-05-30,Jawie,game,1,alogroo,['Hadia'],13.0,social
2407,2019-05-30,Jawie,game,1,jun,['Hadia'],54.0,social
2408,2019-05-30,Jawie,game,1,bra,[],66.0,moving
2409,2019-05-30,Jawie,game,1,groo,[],79.0,grooming
2410,2019-05-30,Jawie,game,1,bra,[],27.0,moving
2411,2019-05-30,Jawie,game,1,aprox,['Hadia'],4.0,social
2412,2019-05-30,Jawie,game,1,solj,['Hadia'],3.0,social
2413,2019-05-30,Jawie,game,1,jun,['Hadia'],59.0,social
2414,2019-05-30,Jawie,game,1,alogroo,['Hadia'],105.0,social
2415,2019-05-30,Jawie,game,1,jun,['Hadia'],150.0,social
2416,2019-05-30,Jawie,game,2,sen,[],303.0,resting
2417,2019-05-30,Jawie,game,2,aprox,['Hadia'],5.0,social
2418,2019-05-30,Jawie,game,2,solj,['Hadia'],7.0,social
2419,2019-05-30,Jawie,game,2,jun,['Hadia'],52.0,social
2420,2019-05-30,Jawie,game,2,alogroo,['Hadia'],8.0,social
2421,2019-05-30,Jawie,game,2,jun,['Hadia'],57.0,social
2422,2019-05-30,Jawie,game,2,mama,['Hadia'],28.0,
2423,2019-05-30,Jawie,game,2,sen,[],80.0,resting
2424,2019-05-30,Jawie,game,2,forr,[],21.0,feeding
2425,2019-05-30,Jawie,game,2,bra,[],44.0,moving
2426,2019-05-30,Jawie,game,2,tre,[],4.0,moving
2427,2019-05-30,Jawie,game,2,bra,[],37.0,moving
2428,2019-05-30,Jawie,game,2,aprox,['Hadia'],5.0,social
2429,2019-05-31,Jawie,game,1,sen,[],10.0,resting
2430,2019-05-31,Jawie,game,1,tre,[],10.0,moving
2431,2019-05-31,Jawie,game,1,sen,[],112.0,resting
2432,2019-05-31,Jawie,game,1,ras,[],3.0,grooming
2433,2019-05-31,Jawie,game,1,sen,[],183.0,resting
2434,2019-05-31,Jawie,game,1,aprox,['Hadia'],5.0,social
2435,2019-05-31,Jawie,game,1,jun,['Hadia'],243.0,social
2436,2019-05-31,Jawie,game,1,mama,['Hadia'],16.0,
2437,2019-05-31,Jawie,game,1,jun,['Hadia'],17.0,social
2438,2019-05-31,Jawie,game,2,sen,[],158.0,resting
2439,2019-05-31,Jawie,game,2,alim,[],12.0,feeding
2440,2019-05-31,Jawie,game,2,sen,[],410.0,resting
2441,2019-05-31,Jawie,game,2,cam,[],8.0,moving
2442,2019-05-31,Jawie,game,2,sen,[],12.0,resting
2443,2019-06-06,Jawie,game,1,sen,[],76.0,resting
2444,2019-06-06,Jawie,game,1,aprox,['Hadia'],5.0,social
2445,2019-06-06,Jawie,game,1,jun,['Hadia'],150.0,social
2446,2019-06-06,Jawie,game,1,sen,[],372.0,resting
2447,2019-06-06,Jawie,game,2,sen,[],118.0,resting
2448,2019-06-06,Jawie,game,2,bra,[],101.0,moving
2449,2019-06-06,Jawie,game,2,sen,[],33.0,resting
2450,2019-06-06,Jawie,game,2,bra,[],11.0,moving
2451,2019-06-06,Jawie,game,2,cam,[],25.0,moving
2452,2019-06-06,Jawie,game,2,sen,[],68.0,resting
2453,2019-06-06,Jawie,game,2,cam,[],4.0,moving
2454,2019-06-06,Jawie,game,2,cuad,[],21.0,
2455,2019-06-06,Jawie,game,2,sen,[],19.0,resting
2456,2019-06-06,Jawie,game,2,cam,[],11.0,moving
2457,2019-06-06,Jawie,game,2,pub,[],34.0,interacting with public
2458,2019-06-06,Jawie,game,2,forr,[],15.0,feeding
2459,2019-06-06,Jawie,game,2,cuad,[],55.0,
2460,2019-06-06,Jawie,game,2,pub,[],18.0,interacting with public
2461,2019-06-06,Jawie,game,2,forr,[],24.0,feeding
2462,2019-06-06,Jawie,game,2,cuad,[],10.0,
2463,2019-06-06,Jawie,game,2,forr,[],3.0,feeding
2464,2019-06-06,Jawie,game,2,cuad,[],20.0,
2465,2019-06-07,Jawie,game,1,groo,[],21.0,grooming
2466,2019-06-07,Jawie,game,1,sen,[],114.0,resting
2467,2019-06-07,Jawie,game,1,groo,[],19.0,grooming
2468,2019-06-07,Jawie,game,1,sen,[],60.0,resting
2469,2019-06-07,Jawie,game,1,aprox,['Popo'],5.0,social
2470,2019-06-07,Jawie,game,1,alogroo,['Popo'],30.0,social
2471,2019-06-07,Jawie,game,1,lucha,['Popo'],2.0,social-playing
2472,2019-06-07,Jawie,game,1,sen,[],34.0,resting
2473,2019-06-07,Jawie,game,1,cam,[],9.0,moving
2474,2019-06-07,Jawie,game,1,sen,[],130.0,resting
2475,2019-06-07,Jawie,game,1,aprox,['Hadia'],5.0,social
2476,2019-06-07,Jawie,game,1,jun,['Hadia'],21.0,social
2477,2019-06-07,Jawie,game,1,sen,[],97.0,resting
2478,2019-06-07,Jawie,game,1,aprox,['Hadia'],5.0,social
2479,2019-06-07,Jawie,game,1,jun,['Hadia'],24.0,social
2480,2019-06-07,Jawie,game,1,solj,['Hadia'],8.0,social
2481,2019-06-07,Jawie,game,1,jun,['Hadia'],31.0,social
2482,2019-06-07,Jawie,game,2,alim,[],18.0,feeding
2483,2019-06-07,Jawie,game,2,hur,[],15.0,grooming
2484,2019-06-07,Jawie,game,2,alim,[],34.0,feeding
2485,2019-06-07,Jawie,game,2,aprox,['Hadia'],5.0,social
2486,2019-06-07,Jawie,game,2,jun,['Hadia'],60.0,social
2487,2019-06-07,Jawie,game,2,alogroo,['Hadia'],13.0,social
2488,2019-06-07,Jawie,game,2,jun,['Hadia'],15.0,social
2489,2019-06-07,Jawie,game,2,alim,[],14.0,feeding
2490,2019-06-07,Jawie,game,2,aprox,['Hadia'],5.0,social
2491,2019-06-07,Jawie,game,2,jun,['Hadia'],114.0,social
2492,2019-06-07,Jawie,game,2,groo,[],11.0,grooming
2493,2019-06-07,Jawie,game,2,mama,['Hadia'],24.0,
2494,2019-06-07,Jawie,game,2,cam,[],12.0,moving
2495,2019-06-07,Jawie,game,2,alim,[],204.0,feeding
2496,2019-06-07,Jawie,game,2,aprox,['Hadia'],5.0,social
2497,2019-06-07,Jawie,game,2,alogroo,['Hadia'],9.0,social
2498,2019-06-07,Jawie,game,2,mama,['Hadia'],40.0,
2499,2019-06-07,Jawie,game,2,jun,['Hadia'],17.0,social
2500,2019-06-10,Jawie,game,1,sen,[],124.0,resting
2501,2019-06-10,Jawie,game,1,ins,[],3.0,exploring
2502,2019-06-10,Jawie,game,1,tum,[],124.0,resting
2503,2019-06-10,Jawie,game,1,aprox,['Hadia'],5.0,social
2504,2019-06-10,Jawie,game,1,jun,['Hadia'],75.0,social
2505,2019-06-10,Jawie,game,1,mama,['Hadia'],38.0,
2506,2019-06-10,Jawie,game,1,jun,['Hadia'],89.0,social
2507,2019-06-10,Jawie,game,1,alogroo,['Hadia'],8.0,social
2508,2019-06-10,Jawie,game,1,jun,['Hadia'],98.0,social
2509,2019-06-10,Jawie,game,1,groo,[],38.0,grooming
2510,2019-06-10,Jawie,game,1,jun,['Hadia'],3.0,social
2511,2019-06-10,Jawie,game,2,alim,[],264.0,feeding
2512,2019-06-10,Jawie,game,2,aprox,['Popo'],5.0,social
2513,2019-06-10,Jawie,game,2,jun,['Popo'],9.0,social
2514,2019-06-10,Jawie,game,2,cam,[],12.0,moving
2515,2019-06-10,Jawie,game,2,tre,[],5.0,moving
2516,2019-06-10,Jawie,game,2,sen,[],211.0,resting
2517,2019-06-10,Jawie,game,2,groo,[],99.0,grooming
2518,2019-06-11,Jawie,game,1,jun,['Hadia'],264.0,social
2519,2019-06-11,Jawie,game,1,aprox,['Storma'],5.0,social
2520,2019-06-11,Jawie,game,1,jun,"['Storma', 'Hadia']",24.0,social
2521,2019-06-11,Jawie,game,1,solj,['Storma'],3.0,social
2522,2019-06-11,Jawie,game,1,alogroo,['Storma'],33.0,social
2523,2019-06-11,Jawie,game,1,sen,[],57.0,resting
2524,2019-06-11,Jawie,game,1,ras,[],14.0,grooming
2525,2019-06-11,Jawie,game,1,jexp,[],8.0,playing
2526,2019-06-11,Jawie,game,1,tum,[],46.0,resting
2527,2019-06-11,Jawie,game,1,aprox,['Hadia'],5.0,social
2528,2019-06-11,Jawie,game,1,solj,['Hadia'],3.0,social
2529,2019-06-11,Jawie,game,1,jun,['Hadia'],59.0,social
2530,2019-06-11,Jawie,game,1,mama,['Hadia'],30.0,
2531,2019-06-11,Jawie,game,1,jun,['Hadia'],58.0,social
2532,2019-06-11,Jawie,game,2,jun,['Hadia'],72.0,social
2533,2019-06-11,Jawie,game,2,bra,[],90.0,moving
2534,2019-06-11,Jawie,game,2,ras,[],2.0,grooming
2535,2019-06-11,Jawie,game,2,bra,[],113.0,moving
2536,2019-06-11,Jawie,game,2,groo,[],56.0,grooming
2537,2019-06-11,Jawie,game,2,bra,[],72.0,moving
2538,2019-06-11,Jawie,game,2,sen,[],59.0,resting
2539,2019-06-11,Jawie,game,2,bra,[],23.0,moving
2540,2019-06-11,Jawie,game,2,sen,[],67.0,resting
2541,2019-06-11,Jawie,game,2,aprox,['Popo'],2.0,social
2542,2019-06-11,Jawie,game,2,sen,[],44.0,resting
2543,2019-06-13,Jawie,game,1,alogroo,['Hadia'],123.0,social
2544,2019-06-13,Jawie,game,1,jun,['Hadia'],31.0,social
2545,2019-06-13,Jawie,game,1,alogroo,['Hadia'],129.0,social
2546,2019-06-13,Jawie,game,1,jun,['Hadia'],65.0,social
2547,2019-06-13,Jawie,game,1,alogroo,['Hadia'],26.0,social
2548,2019-06-13,Jawie,game,1,solj,['Hadia'],4.0,social
2549,2019-06-13,Jawie,game,1,mama,['Hadia'],77.0,
2550,2019-06-13,Jawie,game,1,alogroo,['Hadia'],17.0,social
2551,2019-06-13,Jawie,game,1,mama,['Hadia'],22.0,
2552,2019-06-13,Jawie,game,1,jun,['Hadia'],56.0,social
2553,2019-06-13,Jawie,game,1,sen,[],50.0,resting
2554,2019-06-13,Jawie,game,2,sen,[],57.0,resting
2555,2019-06-13,Jawie,game,2,tum,[],165.0,resting
2556,2019-06-13,Jawie,game,2,cam,[],14.0,moving
2557,2019-06-13,Jawie,game,2,jun,['Storma'],19.0,social
2558,2019-06-13,Jawie,game,2,cam,[],9.0,moving
2559,2019-06-13,Jawie,game,2,forr,[],53.0,feeding
2560,2019-06-13,Jawie,game,2,alim,[],54.0,feeding
2561,2019-06-13,Jawie,game,2,sen,[],13.0,resting
2562,2019-06-13,Jawie,game,2,cam,[],30.0,moving
2563,2019-06-13,Jawie,game,2,aprox,['Storma'],5.0,social
2564,2019-06-13,Jawie,game,2,solj,['Storma'],4.0,social
2565,2019-06-13,Jawie,game,2,aprox,['Popo'],5.0,social
2566,2019-06-13,Jawie,game,2,jun,['Popo'],11.0,social
2567,2019-06-13,Jawie,game,2,aprox,['Storma'],5.0,social
2568,2019-06-13,Jawie,game,2,jun,['Storma'],44.0,social
2569,2019-06-13,Jawie,game,2,solj,['Storma'],2.0,social
2570,2019-06-13,Jawie,game,2,jun,['Storma'],8.0,social
2571,2019-06-13,Jawie,game,2,cam,[],17.0,moving
2572,2019-06-13,Jawie,game,2,sen,[],24.0,resting
2573,2019-06-13,Jawie,game,2,alim,[],38.0,feeding
2574,2019-06-13,Jawie,game,2,aprox,['Hadia'],5.0,social
2575,2019-06-13,Jawie,game,2,jun,['Hadia'],41.0,social
2576,2019-06-13,Jawie,game,2,mama,['Hadia'],3.0,
2577,2019-06-13,Jawie,game,2,jun,['Hadia'],4.0,social
2578,2019-06-14,Jawie,game,1,jun,"['Storma', 'Hadia']",56.0,social
2579,2019-06-14,Jawie,game,1,solj,['Storma'],44.0,social
2580,2019-06-14,Jawie,game,1,jun,"['Storma', 'Hadia']",80.0,social
2581,2019-06-14,Jawie,game,1,jun,['Storma'],40.0,social
2582,2019-06-14,Jawie,game,1,tre,[],13.0,moving
2583,2019-06-14,Jawie,game,1,bra,[],69.0,moving
2584,2019-06-14,Jawie,game,1,tre,[],8.0,moving
2585,2019-06-14,Jawie,game,1,sen,[],270.0,resting
2586,2019-06-14,Jawie,game,1,ras,[],3.0,grooming
2587,2019-06-14,Jawie,game,1,sen,[],17.0,resting
2588,2019-06-14,Jawie,game,2,sen,[],65.0,resting
2589,2019-06-14,Jawie,game,2,aprox,['Hadia'],4.0,social
2590,2019-06-14,Jawie,game,2,jun,['Hadia'],120.0,social
2591,2019-06-14,Jawie,game,2,alogroo,['Hadia'],37.0,social
2592,2019-06-14,Jawie,game,2,bra,[],20.0,moving
2593,2019-06-14,Jawie,game,2,cam,[],4.0,moving
2594,2019-06-14,Jawie,game,2,sen,[],49.0,resting
2595,2019-06-14,Jawie,game,2,forr,[],9.0,feeding
2596,2019-06-14,Jawie,game,2,ins,[],28.0,exploring
2597,2019-06-14,Jawie,game,2,aprox,['Hadia'],5.0,social
2598,2019-06-14,Jawie,game,2,jun,['Hadia'],30.0,social
2599,2019-06-14,Jawie,game,2,alogroo,['Hadia'],31.0,social
2600,2019-06-14,Jawie,game,2,solj,['Hadia'],4.0,social
2601,2019-06-14,Jawie,game,2,mama,['Hadia'],98.0,
2602,2019-06-14,Jawie,game,2,sen,[],101.0,resting
2603,2019-06-17,Jawie,game,1,jun,['Hadia'],80.0,social
2604,2019-06-17,Jawie,game,1,solj,['Hadia'],14.0,social
2605,2019-06-17,Jawie,game,1,jun,['Hadia'],506.0,social
2606,2019-06-25,Jawie,postgame,1,mama,['Hadia'],10.0,
2607,2019-06-25,Jawie,postgame,1,alogroo,['Hadia'],25.0,social
2608,2019-06-25,Jawie,postgame,1,alogroo,['Hadia'],65.0,social
2609,2019-06-25,Jawie,postgame,1,jun,['Hadia'],12.0,social
2610,2019-06-25,Jawie,postgame,1,alogroo,['Hadia'],69.0,social
2611,2019-06-25,Jawie,postgame,1,jun,['Hadia'],179.0,social
2612,2019-06-25,Jawie,postgame,1,mama,['Hadia'],21.0,
2613,2019-06-25,Jawie,postgame,1,jun,['Hadia'],32.0,social
2614,2019-06-25,Jawie,postgame,1,alogroo,['Hadia'],68.0,social
2615,2019-06-25,Jawie,postgame,1,jun,['Hadia'],22.0,social
2616,2019-06-25,Jawie,postgame,1,alogroo,['Hadia'],97.0,social
2617,2019-06-25,Jawie,postgame,2,tum,[],600.0,resting
2618,2019-06-26,Jawie,postgame,1,jun,['Hadia'],82.0,social
2619,2019-06-26,Jawie,postgame,1,solj,['Hadia'],2.0,social
2620,2019-06-26,Jawie,postgame,1,jun,['Hadia'],4.0,social
2621,2019-06-26,Jawie,postgame,1,alogroo,['Hadia'],13.0,social
