,date,reg,subject,period,macro_bhv,freq
555,2019-05-28,1,Storma,game,Individual,18
556,2019-05-28,1,Storma,game,Ludic,1
557,2019-05-28,1,Storma,game,Social,9
558,2019-05-28,1,Storma,game,Social-Ludic,1
559,2019-05-28,2,Hadia,game,Individual,10
560,2019-05-28,2,Hadia,game,Ludic,10
561,2019-05-28,2,Hadia,game,Social,6
562,2019-05-28,2,Hadia,game,Social-Ludic,2
563,2019-05-28,2,Jawie,game,Individual,7
564,2019-05-28,2,Jawie,game,Social,3
565,2019-05-28,2,Karl,game,Individual,1
566,2019-05-28,2,Locky,game,Individual,9
567,2019-05-28,2,Locky,game,Public,1
568,2019-05-28,2,Locky,game,Social,2
569,2019-05-28,2,Popo,game,Agonistic,2
570,2019-05-28,2,Popo,game,Individual,14
571,2019-05-28,2,Popo,game,Ludic,8
572,2019-05-28,2,Popo,game,Social,3
573,2019-05-28,2,Popo,game,Social-Ludic,1
574,2019-05-28,2,Storma,game,Individual,8
575,2019-05-28,2,Storma,game,Social,3
576,2019-05-29,1,Hadia,game,Individual,6
577,2019-05-29,1,Hadia,game,Ludic,1
578,2019-05-29,1,Jawie,game,Individual,8
579,2019-05-29,1,Jawie,game,Social,7
580,2019-05-29,1,Karl,game,Individual,4
581,2019-05-29,1,Locky,game,Individual,10
582,2019-05-29,1,Locky,game,Ludic,2
583,2019-05-29,1,Locky,game,Social,5
584,2019-05-29,1,Popo,game,Individual,9
585,2019-05-29,1,Popo,game,Ludic,1
586,2019-05-29,1,Popo,game,Social,5
587,2019-05-29,1,Storma,game,Individual,2
588,2019-05-29,1,Storma,game,Social,10
589,2019-05-29,2,Hadia,game,Individual,7
590,2019-05-29,2,Hadia,game,Ludic,2
591,2019-05-29,2,Hadia,game,Social,2
592,2019-05-29,2,Jawie,game,Individual,7
593,2019-05-29,2,Jawie,game,Social,9
594,2019-05-29,2,Karl,game,Individual,6
595,2019-05-29,2,Locky,game,Individual,9
596,2019-05-29,2,Locky,game,Ludic,1
597,2019-05-29,2,Locky,game,Social,8
598,2019-05-29,2,Popo,game,Individual,8
599,2019-05-29,2,Popo,game,Ludic,2
600,2019-05-29,2,Popo,game,Social,2
601,2019-05-29,2,Storma,game,Individual,2
602,2019-05-30,1,Hadia,game,Social,2
603,2019-05-30,1,Jawie,game,Individual,4
604,2019-05-30,1,Jawie,game,Social,9
605,2019-05-30,1,Karl,game,Individual,7
606,2019-05-30,1,Locky,game,Social,9
607,2019-05-30,1,Popo,game,Individual,5
608,2019-05-30,1,Popo,game,Social,5
609,2019-05-30,1,Storma,game,Individual,2
610,2019-05-30,1,Storma,game,Social,1
611,2019-05-30,2,Hadia,game,Individual,9
612,2019-05-30,2,Hadia,game,Ludic,2
613,2019-05-30,2,Hadia,game,Social,10
614,2019-05-30,2,Jawie,game,Individual,6
615,2019-05-30,2,Jawie,game,Social,6
616,2019-05-30,2,Karl,game,Individual,9
617,2019-05-30,2,Locky,game,Agonistic,2
618,2019-05-30,2,Locky,game,Individual,9
619,2019-05-30,2,Locky,game,Social,4
620,2019-05-30,2,Popo,game,Individual,7
621,2019-05-30,2,Popo,game,Ludic,5
622,2019-05-30,2,Popo,game,Social,1
623,2019-05-30,2,Storma,game,Individual,5
624,2019-05-30,2,Storma,game,Ludic,2
625,2019-05-30,2,Storma,game,Social,20
626,2019-05-31,1,Hadia,game,Individual,16
627,2019-05-31,1,Hadia,game,Social,3
628,2019-05-31,1,Jawie,game,Individual,5
629,2019-05-31,1,Jawie,game,Social,3
630,2019-05-31,1,Karl,game,Individual,4
631,2019-05-31,1,Locky,game,Social,6
632,2019-05-31,1,Popo,game,Individual,4
633,2019-05-31,1,Popo,game,Ludic,2
634,2019-05-31,1,Popo,game,Social,14
635,2019-05-31,1,Storma,game,Individual,8
636,2019-05-31,1,Storma,game,Ludic,1
637,2019-05-31,1,Storma,game,Social,19
638,2019-05-31,2,Hadia,game,Social,1
639,2019-05-31,2,Jawie,game,Individual,5
640,2019-05-31,2,Karl,game,Individual,3
641,2019-05-31,2,Locky,game,Individual,7
642,2019-05-31,2,Locky,game,Social,11
643,2019-05-31,2,Popo,game,Agonistic,1
644,2019-05-31,2,Popo,game,Individual,14
645,2019-05-31,2,Popo,game,Ludic,7
646,2019-05-31,2,Popo,game,Social,4
647,2019-05-31,2,Storma,game,Individual,19
648,2019-05-31,2,Storma,game,Ludic,2
649,2019-05-31,2,Storma,game,Public,3
650,2019-06-06,1,Hadia,game,Agonistic,1
651,2019-06-06,1,Hadia,game,Individual,20
652,2019-06-06,1,Hadia,game,Social,8
653,2019-06-06,1,Hadia,game,Social-Ludic,2
654,2019-06-06,1,Jawie,game,Individual,2
655,2019-06-06,1,Jawie,game,Social,2
656,2019-06-06,1,Karl,game,Individual,1
657,2019-06-06,1,Locky,game,Individual,17
658,2019-06-06,1,Locky,game,Public,5
659,2019-06-06,1,Locky,game,Social,2
660,2019-06-06,1,Popo,game,Individual,2
661,2019-06-06,1,Popo,game,Ludic,3
662,2019-06-06,1,Popo,game,Social,2
663,2019-06-06,1,Popo,game,Social-Ludic,4
664,2019-06-06,1,Storma,game,Individual,22
665,2019-06-06,1,Storma,game,Social,6
666,2019-06-06,2,Hadia,game,Social,5
667,2019-06-06,2,Hadia,game,Social-Ludic,3
668,2019-06-06,2,Jawie,game,Individual,12
669,2019-06-06,2,Jawie,game,Public,2
670,2019-06-06,2,Karl,game,Individual,1
671,2019-06-06,2,Locky,game,Individual,8
672,2019-06-06,2,Locky,game,Social,6
673,2019-06-06,2,Popo,game,Individual,4
674,2019-06-06,2,Popo,game,Ludic,3
675,2019-06-06,2,Popo,game,Social,5
676,2019-06-06,2,Popo,game,Social-Ludic,3
677,2019-06-06,2,Storma,game,Individual,10
678,2019-06-06,2,Storma,game,Ludic,2
679,2019-06-06,2,Storma,game,Social,9
680,2019-06-07,1,Hadia,game,Individual,5
681,2019-06-07,1,Hadia,game,Ludic,11
682,2019-06-07,1,Hadia,game,Social,6
683,2019-06-07,1,Hadia,game,Social-Ludic,3
684,2019-06-07,1,Jawie,game,Individual,8
685,2019-06-07,1,Jawie,game,Social,8
686,2019-06-07,1,Jawie,game,Social-Ludic,1
687,2019-06-07,1,Karl,game,Individual,4
688,2019-06-07,1,Locky,game,Individual,17
689,2019-06-07,1,Locky,game,Ludic,2
690,2019-06-07,1,Locky,game,Public,6
691,2019-06-07,1,Popo,game,Agonistic,2
692,2019-06-07,1,Popo,game,Individual,11
693,2019-06-07,1,Popo,game,Ludic,5
694,2019-06-07,1,Popo,game,Social,5
695,2019-06-07,1,Popo,game,Social-Ludic,5
696,2019-06-07,1,Storma,game,Individual,7
697,2019-06-07,1,Storma,game,Ludic,1
698,2019-06-07,2,Hadia,game,Agonistic,1
699,2019-06-07,2,Hadia,game,Individual,11
700,2019-06-07,2,Hadia,game,Ludic,8
701,2019-06-07,2,Hadia,game,Social,2
702,2019-06-07,2,Jawie,game,Individual,7
703,2019-06-07,2,Jawie,game,Social,9
704,2019-06-07,2,Karl,game,Individual,6
705,2019-06-07,2,Karl,game,Social,2
706,2019-06-07,2,Locky,game,Individual,8
707,2019-06-07,2,Locky,game,Public,3
708,2019-06-07,2,Locky,game,Social,1
709,2019-06-07,2,Popo,game,Ludic,10
710,2019-06-07,2,Popo,game,Social,1
711,2019-06-07,2,Storma,game,Individual,9
712,2019-06-07,2,Storma,game,Social,7
713,2019-06-10,1,Hadia,game,Agonistic,1
714,2019-06-10,1,Hadia,game,Individual,19
715,2019-06-10,1,Hadia,game,Ludic,1
716,2019-06-10,1,Hadia,game,Social,2
717,2019-06-10,1,Jawie,game,Individual,4
718,2019-06-10,1,Jawie,game,Social,6
719,2019-06-10,1,Karl,game,Individual,5
720,2019-06-10,1,Locky,game,Individual,11
721,2019-06-10,1,Locky,game,Social,7
722,2019-06-10,1,Popo,game,Individual,10
723,2019-06-10,1,Popo,game,Ludic,8
724,2019-06-10,1,Popo,game,Social,6
725,2019-06-10,1,Storma,game,Individual,29
726,2019-06-10,1,Storma,game,Social,6
727,2019-06-10,1,Storma,game,Social-Ludic,1
728,2019-06-10,2,Hadia,game,Individual,14
729,2019-06-10,2,Hadia,game,Ludic,6
730,2019-06-10,2,Hadia,game,Social,2
731,2019-06-10,2,Hadia,game,Social-Ludic,2
732,2019-06-10,2,Jawie,game,Individual,5
733,2019-06-10,2,Jawie,game,Social,2
734,2019-06-10,2,Karl,game,Individual,2
735,2019-06-10,2,Locky,game,Individual,17
736,2019-06-10,2,Locky,game,Public,3
737,2019-06-10,2,Locky,game,Social,4
738,2019-06-10,2,Popo,game,Individual,3
739,2019-06-10,2,Popo,game,Ludic,4
740,2019-06-10,2,Storma,game,Individual,1
741,2019-06-11,1,Hadia,game,Individual,12
742,2019-06-11,1,Hadia,game,Ludic,7
743,2019-06-11,1,Hadia,game,Social,5
744,2019-06-11,1,Hadia,game,Social-Ludic,1
745,2019-06-11,1,Jawie,game,Individual,3
746,2019-06-11,1,Jawie,game,Ludic,1
747,2019-06-11,1,Jawie,game,Social,9
748,2019-06-11,1,Locky,game,Individual,9
749,2019-06-11,1,Locky,game,Public,6
750,2019-06-11,1,Popo,game,Individual,2
751,2019-06-11,1,Popo,game,Ludic,3
752,2019-06-11,1,Popo,game,Social,1
753,2019-06-11,1,Popo,game,Social-Ludic,2
754,2019-06-11,1,Storma,game,Agonistic,1
755,2019-06-11,1,Storma,game,Individual,22
756,2019-06-11,1,Storma,game,Social,3
757,2019-06-11,2,Hadia,game,Individual,6
758,2019-06-11,2,Hadia,game,Ludic,5
759,2019-06-11,2,Hadia,game,Social,1
760,2019-06-11,2,Jawie,game,Individual,9
761,2019-06-11,2,Jawie,game,Social,2
762,2019-06-11,2,Locky,game,Individual,4
763,2019-06-11,2,Locky,game,Social,4
764,2019-06-11,2,Popo,game,Ludic,1
765,2019-06-11,2,Popo,game,Social,4
766,2019-06-11,2,Storma,game,Individual,5
767,2019-06-13,1,Hadia,game,Individual,12
768,2019-06-13,1,Jawie,game,Individual,1
769,2019-06-13,1,Jawie,game,Social,8
770,2019-06-13,1,Karl,game,Individual,14
771,2019-06-13,1,Locky,game,Individual,10
772,2019-06-13,1,Locky,game,Social,8
773,2019-06-13,1,Popo,game,Individual,9
774,2019-06-13,1,Popo,game,Social,2
775,2019-06-13,1,Storma,game,Social,1
776,2019-06-13,2,Hadia,game,Individual,21
777,2019-06-13,2,Hadia,game,Social,11
778,2019-06-13,2,Hadia,game,Social-Ludic,2
779,2019-06-13,2,Jawie,game,Individual,11
780,2019-06-13,2,Jawie,game,Social,12
781,2019-06-13,2,Karl,game,Individual,1
782,2019-06-13,2,Locky,game,Individual,15
783,2019-06-13,2,Popo,game,Individual,5
784,2019-06-13,2,Popo,game,Ludic,4
785,2019-06-13,2,Popo,game,Social,5
786,2019-06-13,2,Popo,game,Social-Ludic,2
787,2019-06-13,2,Storma,game,Individual,1
788,2019-06-13,2,Storma,game,Social,2
789,2019-06-14,1,Hadia,game,Agonistic,1
790,2019-06-14,1,Hadia,game,Individual,17
791,2019-06-14,1,Hadia,game,Social,4
792,2019-06-14,1,Jawie,game,Individual,6
793,2019-06-14,1,Jawie,game,Social,4
794,2019-06-14,1,Karl,game,Individual,5
795,2019-06-14,1,Locky,game,Individual,12
796,2019-06-14,1,Locky,game,Public,4
797,2019-06-14,1,Locky,game,Social,6
798,2019-06-14,1,Popo,game,Social,1
799,2019-06-14,1,Storma,game,Individual,6
800,2019-06-14,1,Storma,game,Social,7
801,2019-06-14,2,Hadia,game,Individual,6
802,2019-06-14,2,Hadia,game,Ludic,7
803,2019-06-14,2,Hadia,game,Social,6
804,2019-06-14,2,Hadia,game,Social-Ludic,2
805,2019-06-14,2,Jawie,game,Individual,7
806,2019-06-14,2,Jawie,game,Social,7
807,2019-06-14,2,Karl,game,Individual,1
808,2019-06-14,2,Locky,game,Individual,11
809,2019-06-14,2,Locky,game,Social,2
810,2019-06-14,2,Popo,game,Individual,11
811,2019-06-14,2,Popo,game,Ludic,3
812,2019-06-14,2,Popo,game,Social,10
813,2019-06-14,2,Storma,game,Individual,10
814,2019-06-14,2,Storma,game,Social,2
815,2019-06-17,1,Hadia,game,Social,1
816,2019-06-17,1,Jawie,game,Social,3
817,2019-06-17,1,Karl,game,Individual,6
818,2019-06-17,1,Locky,game,Individual,5
819,2019-06-17,1,Locky,game,Social,21
820,2019-06-17,1,Popo,game,Individual,8
821,2019-06-17,1,Popo,game,Ludic,2
822,2019-06-17,1,Popo,game,Social,6
823,2019-06-17,1,Storma,game,Agonistic,1
824,2019-06-17,1,Storma,game,Individual,12
825,2019-06-17,1,Storma,game,Ludic,1
826,2019-06-17,1,Storma,game,Social,10
827,2019-06-17,2,Karl,game,Individual,8
828,2019-06-25,1,Hadia,postgame,Individual,5
829,2019-06-25,1,Hadia,postgame,Ludic,10
830,2019-06-25,1,Jawie,postgame,Social,9
831,2019-06-25,1,Locky,postgame,Individual,12
832,2019-06-25,1,Popo,postgame,Individual,6
833,2019-06-25,1,Popo,postgame,Ludic,10
834,2019-06-25,1,Popo,postgame,Social,9
835,2019-06-25,1,Popo,postgame,Social-Ludic,1
836,2019-06-25,1,Storma,postgame,Individual,19
837,2019-06-25,1,Storma,postgame,Social,12
838,2019-06-25,1,Storma,postgame,Social-Ludic,1
839,2019-06-25,2,Hadia,postgame,Individual,6
840,2019-06-25,2,Hadia,postgame,Ludic,5
841,2019-06-25,2,Hadia,postgame,Social,6
842,2019-06-25,2,Jawie,postgame,Individual,1
843,2019-06-25,2,Locky,postgame,Individual,3
844,2019-06-25,2,Locky,postgame,Social,3
845,2019-06-25,2,Popo,postgame,Social,1
846,2019-06-25,2,Storma,postgame,Individual,4
847,2019-06-25,2,Storma,postgame,Social,5
848,2019-06-26,1,Hadia,postgame,Individual,9
849,2019-06-26,1,Hadia,postgame,Ludic,7
850,2019-06-26,1,Hadia,postgame,Social,7
851,2019-06-26,1,Hadia,postgame,Social-Ludic,1
852,2019-06-26,1,Jawie,postgame,Social,8
853,2019-06-26,1,Karl,postgame,Individual,5
854,2019-06-26,1,Locky,postgame,Social,1
855,2019-06-26,1,Popo,postgame,Individual,5
856,2019-06-26,1,Popo,postgame,Ludic,3
857,2019-06-26,1,Popo,postgame,Social,3
858,2019-06-26,1,Storma,postgame,Individual,1
859,2019-06-26,2,Hadia,postgame,Individual,9
860,2019-06-26,2,Hadia,postgame,Ludic,4
861,2019-06-26,2,Hadia,postgame,Social,6
862,2019-06-26,2,Hadia,postgame,Social-Ludic,3
863,2019-06-26,2,Jawie,postgame,Individual,7
864,2019-06-26,2,Jawie,postgame,Social,5
865,2019-06-26,2,Karl,postgame,Individual,2
866,2019-06-26,2,Karl,postgame,Social,1
867,2019-06-26,2,Locky,postgame,Individual,1
868,2019-06-26,2,Popo,postgame,Individual,11
869,2019-06-26,2,Popo,postgame,Ludic,9
870,2019-06-26,2,Popo,postgame,Social,7
871,2019-06-26,2,Popo,postgame,Social-Ludic,4
872,2019-06-26,2,Storma,postgame,Individual,5
873,2019-06-27,1,Hadia,postgame,Individual,8
874,2019-06-27,1,Hadia,postgame,Ludic,2
875,2019-06-27,1,Hadia,postgame,Social,5
876,2019-06-27,1,Hadia,postgame,Social-Ludic,3
877,2019-06-27,1,Jawie,postgame,Individual,14
878,2019-06-27,1,Jawie,postgame,Social,10
879,2019-06-27,1,Karl,postgame,Individual,8
880,2019-06-27,1,Locky,postgame,Individual,12
881,2019-06-27,1,Locky,postgame,Social,17
882,2019-06-27,1,Popo,postgame,Public,1
883,2019-06-27,1,Popo,postgame,Social,2
884,2019-06-27,1,Storma,postgame,Individual,16
885,2019-06-27,1,Storma,postgame,Social,14
886,2019-06-27,2,Hadia,postgame,Individual,3
887,2019-06-27,2,Hadia,postgame,Ludic,2
888,2019-06-27,2,Hadia,postgame,Social,7
889,2019-06-27,2,Hadia,postgame,Social-Ludic,5
890,2019-06-27,2,Jawie,postgame,Individual,9
891,2019-06-27,2,Jawie,postgame,Social,9
892,2019-06-27,2,Jawie,postgame,Social-Ludic,1
893,2019-06-27,2,Karl,postgame,Individual,2
894,2019-06-27,2,Locky,postgame,Individual,1
895,2019-06-27,2,Locky,postgame,Social,4
896,2019-06-27,2,Locky,postgame,Social-Ludic,1
897,2019-06-27,2,Popo,postgame,Individual,9
898,2019-06-27,2,Popo,postgame,Ludic,2
899,2019-06-27,2,Popo,postgame,Social,5
900,2019-06-27,2,Popo,postgame,Social-Ludic,4
901,2019-06-27,2,Storma,postgame,Individual,14
902,2019-06-27,2,Storma,postgame,Social,9
903,2019-06-27,2,Storma,postgame,Social-Ludic,3
904,2019-06-28,1,Hadia,postgame,Social,8
905,2019-06-28,1,Jawie,postgame,Individual,1
906,2019-06-28,1,Karl,postgame,Individual,3
907,2019-06-28,1,Locky,postgame,Individual,8
908,2019-06-28,1,Locky,postgame,Ludic,2
909,2019-06-28,1,Popo,postgame,Individual,5
910,2019-06-28,1,Popo,postgame,Ludic,1
911,2019-06-28,1,Popo,postgame,Social,3
912,2019-06-28,1,Popo,postgame,Social-Ludic,1
913,2019-06-28,1,Storma,postgame,Individual,5
914,2019-06-28,2,Hadia,postgame,Individual,12
915,2019-06-28,2,Hadia,postgame,Ludic,5
916,2019-06-28,2,Hadia,postgame,Public,1
917,2019-06-28,2,Hadia,postgame,Social,3
918,2019-06-28,2,Hadia,postgame,Social-Ludic,1
919,2019-06-28,2,Jawie,postgame,Individual,8
920,2019-06-28,2,Jawie,postgame,Social,6
921,2019-06-28,2,Karl,postgame,Individual,15
922,2019-06-28,2,Locky,postgame,Individual,2
923,2019-06-28,2,Locky,postgame,Social,9
924,2019-06-28,2,Popo,postgame,Individual,4
925,2019-06-28,2,Popo,postgame,Social,5
926,2019-06-28,2,Popo,postgame,Social-Ludic,2
927,2019-06-28,2,Storma,postgame,Individual,21
928,2019-06-28,2,Storma,postgame,Ludic,1
929,2019-06-28,2,Storma,postgame,Social,10
930,2019-06-28,2,Storma,postgame,Social-Ludic,3
931,2019-07-01,1,Hadia,postgame,Individual,19
932,2019-07-01,1,Hadia,postgame,Ludic,1
933,2019-07-01,1,Hadia,postgame,Social,12
934,2019-07-01,1,Hadia,postgame,Social-Ludic,1
935,2019-07-01,1,Jawie,postgame,Agonistic,2
936,2019-07-01,1,Jawie,postgame,Ludic,1
937,2019-07-01,1,Jawie,postgame,Social,8
938,2019-07-01,1,Karl,postgame,Individual,12
939,2019-07-01,1,Locky,postgame,Ludic,1
940,2019-07-01,1,Locky,postgame,Social,4
941,2019-07-01,1,Popo,postgame,Individual,6
942,2019-07-01,1,Popo,postgame,Ludic,1
943,2019-07-01,1,Popo,postgame,Social,5
944,2019-07-01,1,Popo,postgame,Social-Ludic,1
945,2019-07-01,1,Storma,postgame,Individual,6
946,2019-07-01,1,Storma,postgame,Ludic,1
947,2019-07-01,1,Storma,postgame,Social,4
948,2019-07-01,1,Storma,postgame,Social-Ludic,3
949,2019-07-01,2,Hadia,postgame,Individual,16
950,2019-07-01,2,Hadia,postgame,Ludic,2
951,2019-07-01,2,Hadia,postgame,Social,3
952,2019-07-01,2,Jawie,postgame,Individual,13
953,2019-07-01,2,Jawie,postgame,Social,13
954,2019-07-01,2,Karl,postgame,Agonistic,1
955,2019-07-01,2,Karl,postgame,Individual,12
956,2019-07-01,2,Locky,postgame,Individual,4
957,2019-07-01,2,Popo,postgame,Individual,10
958,2019-07-01,2,Popo,postgame,Social,2
959,2019-07-01,2,Storma,postgame,Individual,7
960,2019-07-02,1,Hadia,postgame,Individual,3
961,2019-07-02,1,Hadia,postgame,Social,14
962,2019-07-02,1,Jawie,postgame,Individual,6
963,2019-07-02,1,Jawie,postgame,Social,5
964,2019-07-02,1,Karl,postgame,Individual,2
965,2019-07-02,1,Karl,postgame,Social,3
966,2019-07-02,1,Locky,postgame,Individual,9
967,2019-07-02,1,Locky,postgame,Social,4
968,2019-07-02,1,Popo,postgame,Social,1
969,2019-07-02,1,Storma,postgame,Individual,13
970,2019-07-02,1,Storma,postgame,Social,3
971,2019-07-02,1,Storma,postgame,Social-Ludic,2
972,2019-07-02,2,Hadia,postgame,Individual,7
973,2019-07-02,2,Hadia,postgame,Ludic,1
974,2019-07-02,2,Hadia,postgame,Social,5
975,2019-07-02,2,Hadia,postgame,Social-Ludic,2
976,2019-07-02,2,Jawie,postgame,Agonistic,1
977,2019-07-02,2,Jawie,postgame,Individual,18
978,2019-07-02,2,Jawie,postgame,Social,12
979,2019-07-02,2,Karl,postgame,Individual,13
980,2019-07-02,2,Locky,postgame,Agonistic,6
981,2019-07-02,2,Locky,postgame,Individual,14
982,2019-07-02,2,Locky,postgame,Social,2
983,2019-07-02,2,Popo,postgame,Individual,9
984,2019-07-02,2,Popo,postgame,Ludic,3
985,2019-07-02,2,Popo,postgame,Social,4
986,2019-07-02,2,Popo,postgame,Social-Ludic,1
987,2019-07-02,2,Storma,postgame,Individual,9
988,2019-07-02,2,Storma,postgame,Social,9
989,2019-07-05,1,Hadia,postgame,Individual,5
990,2019-07-05,1,Hadia,postgame,Ludic,2
991,2019-07-05,1,Hadia,postgame,Social,2
992,2019-07-05,1,Hadia,postgame,Social-Ludic,1
993,2019-07-05,1,Jawie,postgame,Individual,1
994,2019-07-05,1,Karl,postgame,Individual,14
995,2019-07-05,1,Popo,postgame,Individual,2
996,2019-07-05,1,Popo,postgame,Ludic,2
997,2019-07-05,1,Popo,postgame,Social,6
998,2019-07-05,1,Popo,postgame,Social-Ludic,1
999,2019-07-05,1,Storma,postgame,Individual,3
1000,2019-07-05,1,Storma,postgame,Social,13
1001,2019-07-05,2,Hadia,postgame,Individual,18
1002,2019-07-05,2,Hadia,postgame,Ludic,3
1003,2019-07-05,2,Hadia,postgame,Social-Ludic,1
1004,2019-07-05,2,Jawie,postgame,Individual,12
1005,2019-07-05,2,Jawie,postgame,Social,11
1006,2019-07-05,2,Karl,postgame,Individual,15
1007,2019-07-05,2,Karl,postgame,Social,1
1008,2019-07-05,2,Popo,postgame,Social-Ludic,1
1009,2019-07-05,2,Storma,postgame,Individual,18
1010,2019-07-05,2,Storma,postgame,Social,6
1011,2019-07-05,2,Storma,postgame,Social-Ludic,1
1012,2019-07-06,1,Locky,postgame,Individual,6
1013,2019-07-06,1,Locky,postgame,Social,3
1014,2019-07-06,2,Locky,postgame,Individual,9
1015,2019-07-06,2,Locky,postgame,Ludic,2
1016,2019-07-06,2,Locky,postgame,Social,3
1017,2019-07-08,1,Hadia,postgame,Individual,7
1018,2019-07-08,1,Hadia,postgame,Social,1
1019,2019-07-08,1,Jawie,postgame,Individual,6
1020,2019-07-08,1,Jawie,postgame,Social,13
1021,2019-07-08,1,Karl,postgame,Individual,2
1022,2019-07-08,1,Locky,postgame,Agonistic,1
1023,2019-07-08,1,Locky,postgame,Individual,12
1024,2019-07-08,1,Locky,postgame,Social,2
1025,2019-07-08,1,Popo,postgame,Individual,13
1026,2019-07-08,1,Popo,postgame,Ludic,1
1027,2019-07-08,1,Popo,postgame,Social,10
1028,2019-07-08,1,Storma,postgame,Individual,26
1029,2019-07-08,1,Storma,postgame,Social,6
1030,2019-07-08,2,Hadia,postgame,Agonistic,1
1031,2019-07-08,2,Hadia,postgame,Individual,7
1032,2019-07-08,2,Hadia,postgame,Ludic,2
1033,2019-07-08,2,Hadia,postgame,Social,14
1034,2019-07-08,2,Jawie,postgame,Agonistic,2
1035,2019-07-08,2,Jawie,postgame,Individual,13
1036,2019-07-08,2,Jawie,postgame,Ludic,1
1037,2019-07-08,2,Jawie,postgame,Social,2
1038,2019-07-08,2,Karl,postgame,Individual,10
1039,2019-07-08,2,Locky,postgame,Individual,7
1040,2019-07-08,2,Locky,postgame,Ludic,1
1041,2019-07-08,2,Locky,postgame,Social,9
1042,2019-07-08,2,Popo,postgame,Individual,25
1043,2019-07-08,2,Popo,postgame,Ludic,7
1044,2019-07-08,2,Popo,postgame,Social,6
1045,2019-07-08,2,Popo,postgame,Social-Ludic,1
1046,2019-07-08,2,Storma,postgame,Individual,8
1047,2019-07-08,2,Storma,postgame,Ludic,6
1048,2019-07-08,2,Storma,postgame,Social,12
1049,2019-07-08,2,Storma,postgame,Social-Ludic,1
1050,2019-07-09,1,Hadia,postgame,Individual,5
1051,2019-07-09,1,Hadia,postgame,Ludic,8
1052,2019-07-09,1,Hadia,postgame,Social,1
1053,2019-07-09,1,Hadia,postgame,Social-Ludic,1
1054,2019-07-09,1,Jawie,postgame,Agonistic,1
1055,2019-07-09,1,Jawie,postgame,Individual,23
1056,2019-07-09,1,Jawie,postgame,Social,2
1057,2019-07-09,1,Karl,postgame,Individual,5
1058,2019-07-09,1,Locky,postgame,Individual,18
1059,2019-07-09,1,Locky,postgame,Social,1
1060,2019-07-09,1,Popo,postgame,Individual,10
1061,2019-07-09,1,Popo,postgame,Ludic,5
1062,2019-07-09,1,Popo,postgame,Public,1
1063,2019-07-09,1,Popo,postgame,Social,3
1064,2019-07-09,1,Storma,postgame,Individual,17
1065,2019-07-09,1,Storma,postgame,Social,8
1066,2019-07-09,1,Storma,postgame,Social-Ludic,7
1067,2019-07-09,2,Hadia,postgame,Individual,13
1068,2019-07-09,2,Hadia,postgame,Ludic,6
1069,2019-07-09,2,Hadia,postgame,Social,11
1070,2019-07-09,2,Jawie,postgame,Individual,3
1071,2019-07-09,2,Karl,postgame,Individual,1
1072,2019-07-09,2,Locky,postgame,Individual,5
1073,2019-07-09,2,Locky,postgame,Social,3
1074,2019-07-09,2,Popo,postgame,Individual,15
1075,2019-07-09,2,Popo,postgame,Ludic,5
1076,2019-07-09,2,Popo,postgame,Social,3
1077,2019-07-09,2,Popo,postgame,Social-Ludic,1
1078,2019-07-09,2,Storma,postgame,Individual,17
1079,2019-07-09,2,Storma,postgame,Social,8
1080,2019-07-09,2,Storma,postgame,Social-Ludic,2
1081,2019-07-11,1,Hadia,postgame,Individual,16
1082,2019-07-11,1,Hadia,postgame,Ludic,4
1083,2019-07-11,1,Hadia,postgame,Social,5
1084,2019-07-11,1,Hadia,postgame,Social-Ludic,1
1085,2019-07-11,1,Jawie,postgame,Individual,20
1086,2019-07-11,1,Jawie,postgame,Social,5
1087,2019-07-11,1,Karl,postgame,Individual,5
1088,2019-07-11,1,Locky,postgame,Individual,17
1089,2019-07-11,1,Locky,postgame,Social,9
1090,2019-07-11,1,Popo,postgame,Individual,10
1091,2019-07-11,1,Popo,postgame,Ludic,4
1092,2019-07-11,1,Popo,postgame,Social,6
1093,2019-07-11,1,Popo,postgame,Social-Ludic,2
1094,2019-07-11,1,Storma,postgame,Individual,17
1095,2019-07-11,1,Storma,postgame,Ludic,2
1096,2019-07-11,1,Storma,postgame,Social,6
1097,2019-07-11,1,Storma,postgame,Social-Ludic,1
1098,2019-07-11,2,Hadia,postgame,Individual,19
1099,2019-07-11,2,Hadia,postgame,Ludic,4
1100,2019-07-11,2,Hadia,postgame,Social,5
1101,2019-07-11,2,Jawie,postgame,Individual,20
1102,2019-07-11,2,Jawie,postgame,Social,8
1103,2019-07-11,2,Karl,postgame,Agonistic,1
1104,2019-07-11,2,Karl,postgame,Individual,7
1105,2019-07-11,2,Locky,postgame,Individual,13
1106,2019-07-11,2,Locky,postgame,Social,6
1107,2019-07-11,2,Popo,postgame,Individual,13
1108,2019-07-11,2,Popo,postgame,Ludic,1
1109,2019-07-11,2,Popo,postgame,Social-Ludic,1
1110,2019-07-11,2,Storma,postgame,Individual,18
1111,2019-07-11,2,Storma,postgame,Ludic,1
1112,2019-07-11,2,Storma,postgame,Social,11
1113,2019-07-12,1,Hadia,postgame,Individual,7
1114,2019-07-12,1,Hadia,postgame,Ludic,6
1115,2019-07-12,1,Hadia,postgame,Social,8
1116,2019-07-12,1,Hadia,postgame,Social-Ludic,2
