,date,subject,period,reg,behavior,receptor,duration,bhv_category,macro_bhv,rel_duration
1778,2019-07-17,Locky,postgame,1,cam,[],2.0,moving,Individual,0.0032733224222585926
1779,2019-07-17,Locky,postgame,1,sen,[],6.0,resting,Individual,0.009819967266775777
1780,2019-07-17,Locky,postgame,1,tum,[],46.0,resting,Individual,0.07528641571194762
1781,2019-07-17,Locky,postgame,1,groo,[],82.0,grooming,Individual,0.1342062193126023
1782,2019-07-17,Locky,postgame,1,cam,[],15.0,moving,Individual,0.024549918166939442
1783,2019-07-17,Locky,postgame,1,sen,[],12.0,resting,Individual,0.019639934533551555
1784,2019-07-17,Locky,postgame,1,alim,[],19.0,feeding,Individual,0.031096563011456628
1785,2019-07-17,Locky,postgame,1,aprox,['Storma'],5.0,social,Social,0.008183306055646482
1786,2019-07-17,Locky,postgame,1,jun,['Storma'],22.0,social,Social,0.03600654664484452
1787,2019-07-17,Locky,postgame,1,alogroo,['Storma'],57.0,social,Social,0.09328968903436989
1788,2019-07-17,Locky,postgame,1,jun,"['Storma', 'Popo', 'Hadia']",45.0,social,Social,0.07364975450081833
1789,2019-07-17,Locky,postgame,1,jun,"['Storma', 'Hadia']",33.0,social,Social,0.054009819967266774
1790,2019-07-17,Locky,postgame,1,jun,['Storma'],24.0,social,Social,0.03927986906710311
1791,2019-07-17,Locky,postgame,1,groo,[],43.0,grooming,Individual,0.07037643207855974
1792,2019-07-17,Locky,postgame,1,jun,['Storma'],55.0,social,Social,0.09001636661211129
1793,2019-07-17,Locky,postgame,1,alogroo,['Storma'],25.0,social,Social,0.04091653027823241
1794,2019-07-17,Locky,postgame,1,aprox,['Popo'],5.0,social,Social,0.008183306055646482
1795,2019-07-17,Locky,postgame,1,jun,"['Storma', 'Popo']",44.0,social,Social,0.07201309328968904
1796,2019-07-17,Locky,postgame,1,jun,['Storma'],41.0,social,Social,0.06710310965630115
1797,2019-07-17,Locky,postgame,2,tum,[],186.0,resting,Individual,0.30491803278688523
1798,2019-07-17,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.00819672131147541
1799,2019-07-17,Locky,postgame,2,jun,['Storma'],14.0,social,Social,0.022950819672131147
1800,2019-07-17,Locky,postgame,2,cam,[],10.0,moving,Individual,0.01639344262295082
1801,2019-07-17,Locky,postgame,2,tum,[],83.0,resting,Individual,0.1360655737704918
1802,2019-07-17,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.00819672131147541
1803,2019-07-17,Locky,postgame,2,jun,['Storma'],32.0,social,Social,0.05245901639344262
1804,2019-07-17,Locky,postgame,2,tum,[],118.0,resting,Individual,0.19344262295081968
1805,2019-07-17,Locky,postgame,2,ras,[],5.0,grooming,Individual,0.00819672131147541
1806,2019-07-17,Locky,postgame,2,tum,[],111.0,resting,Individual,0.1819672131147541
1807,2019-07-17,Locky,postgame,2,ras,[],2.0,grooming,Individual,0.003278688524590164
1808,2019-07-17,Locky,postgame,2,tum,[],39.0,resting,Individual,0.06393442622950819
1809,2019-07-18,Locky,postgame,1,jun,['Popo'],537.0,social,Social,0.895
1810,2019-07-18,Locky,postgame,1,alim,[],63.0,feeding,Individual,0.105
1811,2019-07-18,Locky,postgame,2,alim,[],198.0,feeding,Individual,0.3193548387096774
1812,2019-07-18,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.008064516129032258
1813,2019-07-18,Locky,postgame,2,jun,['Storma'],31.0,social,Social,0.05
1814,2019-07-18,Locky,postgame,2,alogroo,['Storma'],17.0,social,Social,0.027419354838709678
1815,2019-07-18,Locky,postgame,2,jun,['Storma'],45.0,social,Social,0.07258064516129033
1816,2019-07-18,Locky,postgame,2,solj,['Storma'],9.0,social,Social,0.014516129032258065
1817,2019-07-18,Locky,postgame,2,jun,['Storma'],16.0,social,Social,0.025806451612903226
1818,2019-07-18,Locky,postgame,2,sen,[],7.0,resting,Individual,0.01129032258064516
1819,2019-07-18,Locky,postgame,2,solj,['Storma'],16.0,social,Social,0.025806451612903226
1820,2019-07-18,Locky,postgame,2,cam,[],3.0,moving,Individual,0.004838709677419355
1821,2019-07-18,Locky,postgame,2,alim,[],30.0,feeding,Individual,0.04838709677419355
1822,2019-07-18,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.008064516129032258
1823,2019-07-18,Locky,postgame,2,jun,['Storma'],8.0,social,Social,0.012903225806451613
1824,2019-07-18,Locky,postgame,2,solj,['Storma'],5.0,social,Social,0.008064516129032258
1825,2019-07-18,Locky,postgame,2,cam,[],19.0,moving,Individual,0.03064516129032258
1826,2019-07-18,Locky,postgame,2,alim,[],24.0,feeding,Individual,0.03870967741935484
1827,2019-07-18,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.008064516129032258
1828,2019-07-18,Locky,postgame,2,jun,['Storma'],30.0,social,Social,0.04838709677419355
1829,2019-07-18,Locky,postgame,2,solj,['Storma'],2.0,social,Social,0.0032258064516129032
1830,2019-07-18,Locky,postgame,2,cam,[],17.0,moving,Individual,0.027419354838709678
1831,2019-07-18,Locky,postgame,2,alim,[],30.0,feeding,Individual,0.04838709677419355
1832,2019-07-18,Locky,postgame,2,aprox,['Storma'],5.0,social,Social,0.008064516129032258
1833,2019-07-18,Locky,postgame,2,jun,['Storma'],26.0,social,Social,0.041935483870967745
1834,2019-07-18,Locky,postgame,2,roba,['Storma'],6.0,,,0.00967741935483871
1835,2019-07-18,Locky,postgame,2,jun,['Storma'],61.0,social,Social,0.09838709677419355
1836,2019-07-19,Locky,postgame,1,jun,['Popo'],600.0,social,Social,1.0
1837,2019-07-19,Locky,postgame,2,sen,[],18.0,resting,Individual,0.030252100840336135
1838,2019-07-19,Locky,postgame,2,jexp,[],33.0,playing,Ludic,0.05546218487394958
1839,2019-07-19,Locky,postgame,2,sen,[],23.0,resting,Individual,0.03865546218487395
1840,2019-07-19,Locky,postgame,2,cam,[],30.0,moving,Individual,0.05042016806722689
1841,2019-07-19,Locky,postgame,2,pub,[],2.0,interacting with public,Public,0.0033613445378151263
1842,2019-07-19,Locky,postgame,2,alim,[],87.0,feeding,Individual,0.146218487394958
1843,2019-07-19,Locky,postgame,2,forr,[],31.0,feeding,Individual,0.052100840336134456
1844,2019-07-19,Locky,postgame,2,alim,[],251.0,feeding,Individual,0.4218487394957983
1845,2019-07-19,Locky,postgame,2,aprox,['Popo'],5.0,social,Social,0.008403361344537815
1846,2019-07-19,Locky,postgame,2,jun,['Popo'],27.0,social,Social,0.0453781512605042
1847,2019-07-19,Locky,postgame,2,alim,[],88.0,feeding,Individual,0.14789915966386555
1848,2019-04-15,Jawie,pregame,1,forr,[],14.0,feeding,Individual,0.024390243902439025
1849,2019-04-15,Jawie,pregame,1,sen,[],9.0,resting,Individual,0.0156794425087108
1850,2019-04-15,Jawie,pregame,1,alim,[],49.0,feeding,Individual,0.08536585365853659
1851,2019-04-15,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.008710801393728223
1852,2019-04-15,Jawie,pregame,1,jun,['Hadia'],11.0,social,Social,0.01916376306620209
1853,2019-04-15,Jawie,pregame,1,alim,[],7.0,feeding,Individual,0.012195121951219513
1854,2019-04-15,Jawie,pregame,1,solj,['Storma'],5.0,social,Social,0.008710801393728223
1855,2019-04-15,Jawie,pregame,1,cam,[],23.0,moving,Individual,0.04006968641114982
1856,2019-04-15,Jawie,pregame,1,solj,['Storma'],5.0,social,Social,0.008710801393728223
1857,2019-04-15,Jawie,pregame,1,forr,[],86.0,feeding,Individual,0.14982578397212543
1858,2019-04-15,Jawie,pregame,1,cam,[],14.0,moving,Individual,0.024390243902439025
1859,2019-04-15,Jawie,pregame,1,jun,['Storma'],5.0,social,Social,0.008710801393728223
1860,2019-04-15,Jawie,pregame,1,cam,[],4.0,moving,Individual,0.006968641114982578
1861,2019-04-15,Jawie,pregame,1,alim,[],17.0,feeding,Individual,0.029616724738675958
1862,2019-04-15,Jawie,pregame,1,sen,[],29.0,resting,Individual,0.050522648083623695
1863,2019-04-15,Jawie,pregame,1,alim,[],21.0,feeding,Individual,0.036585365853658534
1864,2019-04-15,Jawie,pregame,1,aprox,['Storma'],5.0,social,Social,0.008710801393728223
1865,2019-04-15,Jawie,pregame,1,jun,['Storma'],4.0,social,Social,0.006968641114982578
1866,2019-04-15,Jawie,pregame,1,ras,[],5.0,grooming,Individual,0.008710801393728223
1867,2019-04-15,Jawie,pregame,1,hur,[],18.0,grooming,Individual,0.0313588850174216
1868,2019-04-15,Jawie,pregame,1,jun,['Storma'],21.0,social,Social,0.036585365853658534
1869,2019-04-15,Jawie,pregame,1,solj,['Storma'],5.0,social,Social,0.008710801393728223
1870,2019-04-15,Jawie,pregame,1,cam,[],4.0,moving,Individual,0.006968641114982578
1871,2019-04-15,Jawie,pregame,1,alim,[],48.0,feeding,Individual,0.08362369337979095
1872,2019-04-15,Jawie,pregame,1,jexp,[],19.0,playing,Ludic,0.033101045296167246
1873,2019-04-15,Jawie,pregame,1,aprox,['Storma'],5.0,social,Social,0.008710801393728223
1874,2019-04-15,Jawie,pregame,1,jun,['Storma'],39.0,social,Social,0.06794425087108014
1875,2019-04-15,Jawie,pregame,1,solj,['Storma'],5.0,social,Social,0.008710801393728223
1876,2019-04-15,Jawie,pregame,1,cam,[],23.0,moving,Individual,0.04006968641114982
1877,2019-04-15,Jawie,pregame,1,alim,[],9.0,feeding,Individual,0.0156794425087108
1878,2019-04-15,Jawie,pregame,1,jexp,[],10.0,playing,Ludic,0.017421602787456445
1879,2019-04-15,Jawie,pregame,1,sen,[],25.0,resting,Individual,0.04355400696864112
1880,2019-04-15,Jawie,pregame,1,jexp,[],11.0,playing,Ludic,0.01916376306620209
1881,2019-04-15,Jawie,pregame,1,sen,[],14.0,resting,Individual,0.024390243902439025
1882,2019-04-15,Jawie,pregame,2,forr,[],28.0,feeding,Individual,0.05137614678899083
1883,2019-04-15,Jawie,pregame,2,aprox,['Popo'],0.0,social,Social,0.0
1884,2019-04-15,Jawie,pregame,2,jun,['Popo'],18.0,social,Social,0.03302752293577982
1885,2019-04-15,Jawie,pregame,2,jun,['Storma'],7.0,social,Social,0.012844036697247707
1886,2019-04-15,Jawie,pregame,2,cam,[],6.0,moving,Individual,0.011009174311926606
1887,2019-04-15,Jawie,pregame,2,forr,[],12.0,feeding,Individual,0.022018348623853212
1888,2019-04-15,Jawie,pregame,2,aprox,['Storma'],4.0,social,Social,0.007339449541284404
1889,2019-04-15,Jawie,pregame,2,cam,[],12.0,moving,Individual,0.022018348623853212
1890,2019-04-15,Jawie,pregame,2,alim,[],8.0,feeding,Individual,0.014678899082568808
1891,2019-04-15,Jawie,pregame,2,cam,[],9.0,moving,Individual,0.01651376146788991
1892,2019-04-15,Jawie,pregame,2,forr,[],15.0,feeding,Individual,0.027522935779816515
1893,2019-04-15,Jawie,pregame,2,aprox,['Storma'],5.0,social,Social,0.009174311926605505
1894,2019-04-15,Jawie,pregame,2,jun,['Storma'],41.0,social,Social,0.07522935779816514
1895,2019-04-15,Jawie,pregame,2,jun,"['Storma', 'Popo', 'Hadia']",40.0,social,Social,0.07339449541284404
1896,2019-04-15,Jawie,pregame,2,jun,['Storma'],5.0,social,Social,0.009174311926605505
1897,2019-04-15,Jawie,pregame,2,jun,['Hadia'],50.0,social,Social,0.09174311926605505
1898,2019-04-15,Jawie,pregame,2,cam,[],7.0,moving,Individual,0.012844036697247707
1899,2019-04-15,Jawie,pregame,2,sen,[],2.0,resting,Individual,0.003669724770642202
1900,2019-04-15,Jawie,pregame,2,aprox,['Hadia'],5.0,social,Social,0.009174311926605505
1901,2019-04-15,Jawie,pregame,2,jun,['Hadia'],108.0,social,Social,0.1981651376146789
1902,2019-04-15,Jawie,pregame,2,hur,[],69.0,grooming,Individual,0.12660550458715597
1903,2019-04-15,Jawie,pregame,2,tre,[],1.0,moving,Individual,0.001834862385321101
1904,2019-04-15,Jawie,pregame,2,solj,['Popo'],29.0,social,Social,0.05321100917431193
1905,2019-04-15,Jawie,pregame,2,cam,[],5.0,moving,Individual,0.009174311926605505
1906,2019-04-15,Jawie,pregame,2,bra,[],2.0,moving,Individual,0.003669724770642202
1907,2019-04-15,Jawie,pregame,2,forr,[],17.0,feeding,Individual,0.031192660550458717
1908,2019-04-15,Jawie,pregame,2,bra,[],40.0,moving,Individual,0.07339449541284404
1909,2019-04-16,Jawie,pregame,1,alogroo,['Storma'],36.0,social,Social,0.058919803600654665
1910,2019-04-16,Jawie,pregame,1,marc,['Storma'],6.0,agonistic,Agonistic,0.009819967266775777
1911,2019-04-16,Jawie,pregame,1,jun,['Storma'],181.0,social,Social,0.29623567921440264
1912,2019-04-16,Jawie,pregame,1,bra,[],60.0,moving,Individual,0.09819967266775777
1913,2019-04-16,Jawie,pregame,1,aprox,['Popo'],15.0,social,Social,0.024549918166939442
1914,2019-04-16,Jawie,pregame,1,jun,['Popo'],48.0,social,Social,0.07855973813420622
1915,2019-04-16,Jawie,pregame,1,marc,['Popo'],5.0,agonistic,Agonistic,0.008183306055646482
1916,2019-04-16,Jawie,pregame,1,jun,['Popo'],19.0,social,Social,0.031096563011456628
1917,2019-04-16,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.008183306055646482
1918,2019-04-16,Jawie,pregame,1,jun,['Hadia'],97.0,social,Social,0.15875613747954173
1919,2019-04-16,Jawie,pregame,1,bra,[],21.0,moving,Individual,0.03436988543371522
1920,2019-04-16,Jawie,pregame,1,jun,['Hadia'],29.0,social,Social,0.04746317512274959
1921,2019-04-16,Jawie,pregame,1,bra,[],50.0,moving,Individual,0.08183306055646482
1922,2019-04-16,Jawie,pregame,1,aprox,['Hadia'],8.0,social,Social,0.01309328968903437
1923,2019-04-16,Jawie,pregame,1,jun,['Hadia'],31.0,social,Social,0.05073649754500818
1924,2019-04-16,Jawie,pregame,2,jun,['Hadia'],106.0,social,Social,0.17666666666666667
1925,2019-04-16,Jawie,pregame,2,ras,[],9.0,grooming,Individual,0.015
1926,2019-04-16,Jawie,pregame,2,jun,['Hadia'],5.0,social,Social,0.008333333333333333
1927,2019-04-16,Jawie,pregame,2,alogroo,['Hadia'],480.0,social,Social,0.8
1928,2019-04-17,Jawie,pregame,1,sen,[],31.0,resting,Individual,0.056363636363636366
1929,2019-04-17,Jawie,pregame,1,bra,[],5.0,moving,Individual,0.00909090909090909
1930,2019-04-17,Jawie,pregame,1,cam,[],7.0,moving,Individual,0.012727272727272728
1931,2019-04-17,Jawie,pregame,1,cuad,[],38.0,,,0.06909090909090909
1932,2019-04-17,Jawie,pregame,1,cam,[],1.0,moving,Individual,0.0018181818181818182
1933,2019-04-17,Jawie,pregame,1,ins,[],20.0,exploring,Individual,0.03636363636363636
1934,2019-04-17,Jawie,pregame,1,cam,[],2.0,moving,Individual,0.0036363636363636364
1935,2019-04-17,Jawie,pregame,1,cuad,[],21.0,,,0.038181818181818185
1936,2019-04-17,Jawie,pregame,1,cam,[],12.0,moving,Individual,0.02181818181818182
1937,2019-04-17,Jawie,pregame,1,alim,[],3.0,feeding,Individual,0.005454545454545455
1938,2019-04-17,Jawie,pregame,1,cam,[],2.0,moving,Individual,0.0036363636363636364
1939,2019-04-17,Jawie,pregame,1,tre,[],3.0,moving,Individual,0.005454545454545455
1940,2019-04-17,Jawie,pregame,1,sen,[],10.0,resting,Individual,0.01818181818181818
1941,2019-04-17,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.00909090909090909
1942,2019-04-17,Jawie,pregame,1,jun,['Hadia'],19.0,social,Social,0.034545454545454546
1943,2019-04-17,Jawie,pregame,1,mama,['Hadia'],22.0,,,0.04
1944,2019-04-17,Jawie,pregame,1,sen,[],46.0,resting,Individual,0.08363636363636363
1945,2019-04-17,Jawie,pregame,1,aprox,['Storma'],6.0,social,Social,0.01090909090909091
1946,2019-04-17,Jawie,pregame,1,solj,['Storma'],2.0,social,Social,0.0036363636363636364
1947,2019-04-17,Jawie,pregame,1,cam,[],26.0,moving,Individual,0.04727272727272727
1948,2019-04-17,Jawie,pregame,1,jun,['Storma'],26.0,social,Social,0.04727272727272727
1949,2019-04-17,Jawie,pregame,1,cam,[],12.0,moving,Individual,0.02181818181818182
1950,2019-04-17,Jawie,pregame,1,sen,[],5.0,resting,Individual,0.00909090909090909
1951,2019-04-17,Jawie,pregame,1,ras,[],3.0,grooming,Individual,0.005454545454545455
1952,2019-04-17,Jawie,pregame,1,sen,[],156.0,resting,Individual,0.28363636363636363
1953,2019-04-17,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.00909090909090909
1954,2019-04-17,Jawie,pregame,1,jun,['Hadia'],62.0,social,Social,0.11272727272727273
1955,2019-04-17,Jawie,pregame,2,jun,"['Locky', 'Hadia']",30.0,social,Social,0.05253940455341506
1956,2019-04-17,Jawie,pregame,2,jun,['Hadia'],20.0,social,Social,0.03502626970227671
1957,2019-04-17,Jawie,pregame,2,cam,[],5.0,moving,Individual,0.008756567425569177
1958,2019-04-17,Jawie,pregame,2,cuad,[],35.0,,,0.06129597197898424
1959,2019-04-17,Jawie,pregame,2,sen,[],20.0,resting,Individual,0.03502626970227671
1960,2019-04-17,Jawie,pregame,2,groo,[],11.0,grooming,Individual,0.01926444833625219
1961,2019-04-17,Jawie,pregame,2,ras,[],11.0,grooming,Individual,0.01926444833625219
1962,2019-04-17,Jawie,pregame,2,groo,[],12.0,grooming,Individual,0.021015761821366025
1963,2019-04-17,Jawie,pregame,2,sen,[],10.0,resting,Individual,0.017513134851138354
1964,2019-04-17,Jawie,pregame,2,cuad,[],12.0,,,0.021015761821366025
1965,2019-04-17,Jawie,pregame,2,cam,[],2.0,moving,Individual,0.0035026269702276708
1966,2019-04-17,Jawie,pregame,2,cuad,[],13.0,,,0.02276707530647986
1967,2019-04-17,Jawie,pregame,2,forr,[],19.0,feeding,Individual,0.03327495621716287
1968,2019-04-17,Jawie,pregame,2,alim,[],19.0,feeding,Individual,0.03327495621716287
1969,2019-04-17,Jawie,pregame,2,ras,[],10.0,grooming,Individual,0.017513134851138354
1970,2019-04-17,Jawie,pregame,2,hur,[],20.0,grooming,Individual,0.03502626970227671
1971,2019-04-17,Jawie,pregame,2,alim,[],8.0,feeding,Individual,0.014010507880910683
1972,2019-04-17,Jawie,pregame,2,aprox,['Hadia'],5.0,social,Social,0.008756567425569177
1973,2019-04-17,Jawie,pregame,2,jun,['Hadia'],62.0,social,Social,0.1085814360770578
1974,2019-04-17,Jawie,pregame,2,cam,[],26.0,moving,Individual,0.04553415061295972
1975,2019-04-17,Jawie,pregame,2,forr,[],5.0,feeding,Individual,0.008756567425569177
1976,2019-04-17,Jawie,pregame,2,jun,['Hadia'],40.0,social,Social,0.07005253940455342
1977,2019-04-17,Jawie,pregame,2,alim,[],40.0,feeding,Individual,0.07005253940455342
1978,2019-04-17,Jawie,pregame,2,tre,[],13.0,moving,Individual,0.02276707530647986
1979,2019-04-17,Jawie,pregame,2,cam,[],8.0,moving,Individual,0.014010507880910683
1980,2019-04-17,Jawie,pregame,2,sen,[],16.0,resting,Individual,0.028021015761821366
1981,2019-04-17,Jawie,pregame,2,alim,[],99.0,feeding,Individual,0.1733800350262697
1982,2019-04-18,Jawie,pregame,1,jun,['Hadia'],600.0,social,Social,1.0
1983,2019-04-18,Jawie,pregame,2,sen,[],112.0,resting,Individual,0.18360655737704917
1984,2019-04-18,Jawie,pregame,2,pub,[],3.0,interacting with public,Public,0.004918032786885246
1985,2019-04-18,Jawie,pregame,2,sen,[],149.0,resting,Individual,0.2442622950819672
1986,2019-04-18,Jawie,pregame,2,pub,[],2.0,interacting with public,Public,0.003278688524590164
1987,2019-04-18,Jawie,pregame,2,sen,[],117.0,resting,Individual,0.1918032786885246
1988,2019-04-18,Jawie,pregame,2,pub,[],3.0,interacting with public,Public,0.004918032786885246
1989,2019-04-18,Jawie,pregame,2,sen,[],17.0,resting,Individual,0.027868852459016394
1990,2019-04-18,Jawie,pregame,2,pub,[],7.0,interacting with public,Public,0.011475409836065573
1991,2019-04-18,Jawie,pregame,2,sen,[],78.0,resting,Individual,0.12786885245901639
1992,2019-04-18,Jawie,pregame,2,aprox,['Hadia'],5.0,social,Social,0.00819672131147541
1993,2019-04-18,Jawie,pregame,2,jun,['Hadia'],77.0,social,Social,0.12622950819672132
1994,2019-04-18,Jawie,pregame,2,cam,[],15.0,moving,Individual,0.02459016393442623
1995,2019-04-18,Jawie,pregame,2,aprox,['Locky'],5.0,social,Social,0.00819672131147541
1996,2019-04-18,Jawie,pregame,2,jun,['Locky'],20.0,social,Social,0.03278688524590164
1997,2019-04-19,Jawie,pregame,1,bra,[],403.0,moving,Individual,0.660655737704918
1998,2019-04-19,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.00819672131147541
1999,2019-04-19,Jawie,pregame,1,jun,['Hadia'],81.0,social,Social,0.13278688524590163
2000,2019-04-19,Jawie,pregame,1,bra,[],71.0,moving,Individual,0.11639344262295082
2001,2019-04-19,Jawie,pregame,1,aprox,['Popo'],5.0,social,Social,0.00819672131147541
2002,2019-04-19,Jawie,pregame,1,jun,['Popo'],18.0,social,Social,0.029508196721311476
2003,2019-04-19,Jawie,pregame,1,bra,[],27.0,moving,Individual,0.04426229508196721
2004,2019-04-19,Jawie,pregame,2,bra,[],191.0,moving,Individual,0.315702479338843
2005,2019-04-19,Jawie,pregame,2,aprox,['Hadia'],5.0,social,Social,0.008264462809917356
2006,2019-04-19,Jawie,pregame,2,jun,['Hadia'],84.0,social,Social,0.13884297520661157
2007,2019-04-19,Jawie,pregame,2,bra,[],325.0,moving,Individual,0.5371900826446281
2008,2019-04-22,Jawie,pregame,1,jun,['Hadia'],469.0,social,Social,0.7816666666666666
2009,2019-04-22,Jawie,pregame,1,tum,[],131.0,resting,Individual,0.21833333333333332
2010,2019-04-22,Jawie,pregame,2,forr,[],10.0,feeding,Individual,0.01694915254237288
2011,2019-04-22,Jawie,pregame,2,tre,[],20.0,moving,Individual,0.03389830508474576
2012,2019-04-22,Jawie,pregame,2,bra,[],15.0,moving,Individual,0.025423728813559324
2013,2019-04-22,Jawie,pregame,2,alim,[],55.0,feeding,Individual,0.09322033898305085
2014,2019-04-22,Jawie,pregame,2,bra,[],28.0,moving,Individual,0.04745762711864407
2015,2019-04-22,Jawie,pregame,2,cuad,[],24.0,,,0.04067796610169491
2016,2019-04-22,Jawie,pregame,2,bra,[],16.0,moving,Individual,0.02711864406779661
2017,2019-04-22,Jawie,pregame,2,alim,[],27.0,feeding,Individual,0.04576271186440678
2018,2019-04-22,Jawie,pregame,2,jun,['Hadia'],15.0,social,Social,0.025423728813559324
2019,2019-04-22,Jawie,pregame,2,alim,[],128.0,feeding,Individual,0.21694915254237288
2020,2019-04-22,Jawie,pregame,2,jun,['Popo'],164.0,social,Social,0.27796610169491526
2021,2019-04-22,Jawie,pregame,2,alim,[],19.0,feeding,Individual,0.03220338983050847
2022,2019-04-22,Jawie,pregame,2,tre,[],10.0,moving,Individual,0.01694915254237288
2023,2019-04-22,Jawie,pregame,2,forr,[],28.0,feeding,Individual,0.04745762711864407
2024,2019-04-22,Jawie,pregame,2,tre,[],3.0,moving,Individual,0.005084745762711864
2025,2019-04-22,Jawie,pregame,2,forr,[],28.0,feeding,Individual,0.04745762711864407
2026,2019-04-23,Jawie,pregame,1,jun,['Storma'],180.0,social,Social,0.3
2027,2019-04-23,Jawie,pregame,1,jun,"['Storma', 'Hadia']",116.0,social,Social,0.19333333333333333
2028,2019-04-23,Jawie,pregame,1,hur,[],11.0,grooming,Individual,0.018333333333333333
2029,2019-04-23,Jawie,pregame,1,jun,"['Storma', 'Hadia']",30.0,social,Social,0.05
2030,2019-04-23,Jawie,pregame,1,jun,['Storma'],183.0,social,Social,0.305
2031,2019-04-23,Jawie,pregame,1,groo,[],30.0,grooming,Individual,0.05
2032,2019-04-23,Jawie,pregame,1,jun,['Storma'],50.0,social,Social,0.08333333333333333
2033,2019-04-23,Jawie,pregame,2,bra,[],146.0,moving,Individual,0.2508591065292096
2034,2019-04-23,Jawie,pregame,2,aprox,['Hadia'],5.0,social,Social,0.00859106529209622
2035,2019-04-23,Jawie,pregame,2,jun,['Hadia'],36.0,social,Social,0.061855670103092786
2036,2019-04-23,Jawie,pregame,2,bra,[],21.0,moving,Individual,0.03608247422680412
2037,2019-04-23,Jawie,pregame,2,jun,['Hadia'],49.0,social,Social,0.08419243986254296
2038,2019-04-23,Jawie,pregame,2,bra,[],8.0,moving,Individual,0.013745704467353952
2039,2019-04-23,Jawie,pregame,2,hur,[],62.0,grooming,Individual,0.10652920962199312
2040,2019-04-23,Jawie,pregame,2,bra,[],25.0,moving,Individual,0.0429553264604811
2041,2019-04-23,Jawie,pregame,2,groo,[],30.0,grooming,Individual,0.05154639175257732
2042,2019-04-23,Jawie,pregame,2,bra,[],73.0,moving,Individual,0.1254295532646048
2043,2019-04-23,Jawie,pregame,2,cam,[],23.0,moving,Individual,0.03951890034364261
2044,2019-04-23,Jawie,pregame,2,tre,[],2.0,moving,Individual,0.003436426116838488
2045,2019-04-23,Jawie,pregame,2,cam,[],3.0,moving,Individual,0.005154639175257732
2046,2019-04-23,Jawie,pregame,2,alim,[],34.0,feeding,Individual,0.058419243986254296
2047,2019-04-23,Jawie,pregame,2,aprox,['Storma'],5.0,social,Social,0.00859106529209622
2048,2019-04-23,Jawie,pregame,2,jun,['Storma'],30.0,social,Social,0.05154639175257732
2049,2019-04-23,Jawie,pregame,2,roba,['Storma'],9.0,,,0.015463917525773196
2050,2019-04-23,Jawie,pregame,2,jun,['Storma'],21.0,social,Social,0.03608247422680412
2051,2019-04-24,Jawie,pregame,1,alim,[],51.0,feeding,Individual,0.08429752066115702
2052,2019-04-24,Jawie,pregame,1,cam,[],8.0,moving,Individual,0.013223140495867768
2053,2019-04-24,Jawie,pregame,1,forr,[],24.0,feeding,Individual,0.03966942148760331
2054,2019-04-24,Jawie,pregame,1,cam,[],8.0,moving,Individual,0.013223140495867768
2055,2019-04-24,Jawie,pregame,1,alim,[],280.0,feeding,Individual,0.4628099173553719
2056,2019-04-24,Jawie,pregame,1,cam,[],16.0,moving,Individual,0.026446280991735537
2057,2019-04-24,Jawie,pregame,1,forr,[],13.0,feeding,Individual,0.021487603305785124
2058,2019-04-24,Jawie,pregame,1,solj,['Storma'],15.0,social,Social,0.024793388429752067
2059,2019-04-24,Jawie,pregame,1,tre,[],5.0,moving,Individual,0.008264462809917356
2060,2019-04-24,Jawie,pregame,1,jun,['Hadia'],8.0,social,Social,0.013223140495867768
2061,2019-04-24,Jawie,pregame,1,tre,[],12.0,moving,Individual,0.019834710743801654
2062,2019-04-24,Jawie,pregame,1,jun,['Hadia'],20.0,social,Social,0.03305785123966942
2063,2019-04-24,Jawie,pregame,1,jun,['Storma'],2.0,social,Social,0.003305785123966942
2064,2019-04-24,Jawie,pregame,1,forr,[],63.0,feeding,Individual,0.10413223140495868
2065,2019-04-24,Jawie,pregame,1,alim,[],50.0,feeding,Individual,0.08264462809917356
2066,2019-04-24,Jawie,pregame,1,aprox,['Popo'],5.0,social,Social,0.008264462809917356
2067,2019-04-24,Jawie,pregame,1,jun,['Popo'],25.0,social,Social,0.04132231404958678
2068,2019-04-25,Jawie,pregame,1,sen,[],212.0,resting,Individual,0.3475409836065574
2069,2019-04-25,Jawie,pregame,1,aprox,['Popo'],10.0,social,Social,0.01639344262295082
2070,2019-04-25,Jawie,pregame,1,sen,[],96.0,resting,Individual,0.15737704918032788
2071,2019-04-25,Jawie,pregame,1,aprox,['Hadia'],5.0,social,Social,0.00819672131147541
2072,2019-04-25,Jawie,pregame,1,jun,['Hadia'],71.0,social,Social,0.11639344262295082
2073,2019-04-25,Jawie,pregame,1,aprox,['Storma'],5.0,social,Social,0.00819672131147541
