subject,Hadia,Jawie,Karl,Locky,Popo,Storma
Hadia,0.0,0.40476190476190477,0.009523809523809525,0.18571428571428572,0.19047619047619047,0.20952380952380953
Jawie,0.6380368098159509,0.0,0.0,0.018404907975460124,0.07975460122699386,0.26380368098159507
Karl,1.0,0.0,0.0,0.0,0.0,0.0
Locky,0.08552631578947369,0.08552631578947369,0.0,0.0,0.40789473684210525,0.42105263157894735
Popo,0.3050847457627119,0.07909604519774012,0.0,0.3559322033898305,0.0,0.2598870056497175
Storma,0.085,0.45,0.0,0.385,0.08,0.0
