subject,Hadia,Jawie,Karl,Locky,Popo,Storma
Hadia,0.0,0.57,0.05,0.055,0.22,0.105
Jawie,0.4521276595744681,0.005319148936170213,0.015957446808510637,0.03723404255319149,0.06914893617021277,0.42021276595744683
Karl,0.5,0.5,0.0,0.0,0.0,0.0
Locky,0.125,0.0125,0.0,0.0,0.33125,0.53125
Popo,0.25274725274725274,0.06043956043956044,0.0,0.47802197802197804,0.0,0.2087912087912088
Storma,0.26859504132231404,0.2190082644628099,0.0,0.2603305785123967,0.25206611570247933,0.0
