,date,subject,period,reg,behavior,receptor,duration
0,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:15
1,2019-04-15,Karl,Prejuego,1,Forr,[],0 days 00:00:34
2,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:52
3,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:05
4,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:34
5,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:22
6,2019-04-15,Karl,Prejuego,1,Alim,[],0 days 00:00:34
7,2019-04-15,Karl,Prejuego,1,Ras,[],0 days 00:00:04
8,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:44
9,2019-04-15,Karl,Prejuego,1,Hur,[],0 days 00:03:02
10,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:28
11,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:13
12,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:32
13,2019-04-15,Karl,Prejuego,1,Forr,[],0 days 00:00:49
14,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:06
15,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:00:52
16,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:00:12
17,2019-04-15,Karl,Prejuego,1,Forr,[],0 days 00:00:09
18,2019-04-15,Karl,Prejuego,1,Cam,[],0 days 00:01:08
19,2019-04-15,Karl,Prejuego,1,Sen,[],0 days 00:01:35
20,2019-04-15,Karl,Prejuego,2,Tum,[],0 days 00:01:06
21,2019-04-15,Karl,Prejuego,2,Alim,[],0 days 00:00:09
22,2019-04-15,Karl,Prejuego,2,Tum,[],0 days 00:08:45
23,2019-04-16,Karl,Prejuego,1,Tum,[],0 days 00:00:24
24,2019-04-16,Karl,Prejuego,1,Sen,[],0 days 00:01:31
25,2019-04-16,Karl,Prejuego,1,Tum,[],0 days 00:08:05
26,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:00:47
27,2019-04-16,Karl,Prejuego,2,Alim,[],0 days 00:00:31
28,2019-04-16,Karl,Prejuego,2,Ras,[],0 days 00:00:07
29,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:04
30,2019-04-16,Karl,Prejuego,2,Tre,[],0 days 00:00:02
31,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:00:53
32,2019-04-16,Karl,Prejuego,2,Tre,[],0 days 00:00:05
33,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:36
34,2019-04-16,Karl,Prejuego,2,Tre,[],0 days 00:00:05
35,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:01:42
36,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:02
37,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:00:24
38,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:18
39,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:00:32
40,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:12
41,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:01:28
42,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:04
43,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:00:45
44,2019-04-16,Karl,Prejuego,2,Cam,[],0 days 00:00:31
45,2019-04-16,Karl,Prejuego,2,Sen,[],0 days 00:01:00
46,2019-04-17,Karl,Prejuego,1,Tum,[],0 days 00:01:20
47,2019-04-17,Karl,Prejuego,1,Ras,[],0 days 00:00:05
48,2019-04-17,Karl,Prejuego,1,Tum,[],0 days 00:08:40
50,2019-04-17,Karl,Prejuego,2,Ras,[],0 days 00:00:05
51,2019-04-17,Karl,Prejuego,2,Sen,[],0 days 00:01:00
52,2019-04-17,Karl,Prejuego,2,Ras,[],0 days 00:00:05
53,2019-04-17,Karl,Prejuego,2,Sen,[],0 days 00:00:56
54,2019-04-17,Karl,Prejuego,2,Ras,[],0 days 00:00:04
55,2019-04-17,Karl,Prejuego,2,Sen,[],0 days 00:00:23
56,2019-04-17,Karl,Prejuego,2,Cam,[],0 days 00:00:07
57,2019-04-17,Karl,Prejuego,2,Sen,[],0 days 00:00:35
58,2019-04-17,Karl,Prejuego,2,Cam,[],0 days 00:00:39
59,2019-04-17,Karl,Prejuego,2,Forr,[],0 days 00:00:12
60,2019-04-17,Karl,Prejuego,2,Alim,[],0 days 00:03:50
61,2019-04-18,Karl,Prejuego,1,Jun,['Hadia'],0 days 00:00:20
62,2019-04-18,Karl,Prejuego,1,Alogroo,['Hadia'],0 days 00:00:50
63,2019-04-18,Karl,Prejuego,1,Lucha,['Hadia'],0 days 00:00:47
64,2019-04-18,Karl,Prejuego,1,Con,['Hadia'],0 days 00:00:05
65,2019-04-18,Karl,Prejuego,1,Sen,[],0 days 00:00:23
66,2019-04-18,Karl,Prejuego,1,Cam,[],0 days 00:00:14
67,2019-04-18,Karl,Prejuego,1,Tum,[],0 days 00:07:36
68,2019-04-18,Karl,Prejuego,2,Tum,[],0 days 00:01:43
69,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:14
70,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:00:25
71,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:05
72,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:00:30
73,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:12
74,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:00:10
75,2019-04-18,Karl,Prejuego,2,Ras,[],0 days 00:00:10
76,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:00:16
77,2019-04-18,Karl,Prejuego,2,Con,['Hadia'],0 days 00:00:03
78,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:00:12
79,2019-04-18,Karl,Prejuego,2,Forr,[],0 days 00:00:08
80,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:16
81,2019-04-18,Karl,Prejuego,2,Tum,[],0 days 00:01:16
82,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:07
83,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:01:43
84,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:15
85,2019-04-18,Karl,Prejuego,2,Groo,[],0 days 00:00:27
86,2019-04-18,Karl,Prejuego,2,Sen,[],0 days 00:01:04
87,2019-04-18,Karl,Prejuego,2,Cam,[],0 days 00:00:08
88,2019-04-18,Karl,Prejuego,2,Tum,[],0 days 00:00:41
89,2019-04-19,Karl,Prejuego,1,Sen,[],0 days 00:04:25
90,2019-04-19,Karl,Prejuego,1,Tum,[],0 days 00:05:35
91,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:00:12
92,2019-04-19,Karl,Prejuego,2,Cam,[],0 days 00:00:14
93,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:01:58
94,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:12
95,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:00:24
96,2019-04-19,Karl,Prejuego,2,Marc,['Gibon'],0 days 00:00:08
97,2019-04-19,Karl,Prejuego,2,Cam,[],0 days 00:00:02
98,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:00:24
99,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:02
100,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:00:19
101,2019-04-19,Karl,Prejuego,2,Cam,[],0 days 00:00:03
102,2019-04-19,Karl,Prejuego,2,Sen,[],0 days 00:00:07
103,2019-04-19,Karl,Prejuego,2,Cam,[],0 days 00:00:05
104,2019-04-19,Karl,Prejuego,2,Tum,[],0 days 00:00:56
105,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:04
106,2019-04-19,Karl,Prejuego,2,Tum,[],0 days 00:01:42
107,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:05
108,2019-04-19,Karl,Prejuego,2,Tum,[],0 days 00:00:29
109,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:04
110,2019-04-19,Karl,Prejuego,2,Tum,[],0 days 00:00:51
111,2019-04-19,Karl,Prejuego,2,Ras,[],0 days 00:00:04
112,2019-04-19,Karl,Prejuego,2,Tum,[],0 days 00:01:35
113,2019-04-22,Karl,Prejuego,1,Tum,[],0 days 00:08:05
114,2019-04-22,Karl,Prejuego,1,Cam,[],0 days 00:00:17
115,2019-04-22,Karl,Prejuego,1,Sen,[],0 days 00:01:18
116,2019-04-22,Karl,Prejuego,1,Marc,['Hadia'],0 days 00:00:10
117,2019-04-22,Karl,Prejuego,1,Cam,[],0 days 00:00:10
118,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:15
119,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:15
120,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:01:17
121,2019-04-22,Karl,Prejuego,2,Cam,[],0 days 00:00:08
122,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:16
123,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:20
124,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:16
125,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:15
126,2019-04-22,Karl,Prejuego,2,Cam,[],0 days 00:00:11
127,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:07
128,2019-04-22,Karl,Prejuego,2,Cam,[],0 days 00:00:11
129,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:14
130,2019-04-22,Karl,Prejuego,2,Cam,[],0 days 00:00:14
131,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:22
132,2019-04-22,Karl,Prejuego,2,Solj,['Hadia'],0 days 00:00:07
133,2019-04-22,Karl,Prejuego,2,Jun,['Hadia'],0 days 00:00:37
134,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:22
135,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:23
136,2019-04-22,Karl,Prejuego,2,Jun,['Hadia'],0 days 00:00:20
137,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:39
138,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:11
139,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:45
140,2019-04-22,Karl,Prejuego,2,Ras,[],0 days 00:00:08
141,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:20
142,2019-04-22,Karl,Prejuego,2,Con,['Hadia'],0 days 00:00:05
143,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:20
144,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:12
145,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:11
146,2019-04-22,Karl,Prejuego,2,Ras,[],0 days 00:00:06
147,2019-04-22,Karl,Prejuego,2,Sen,[],0 days 00:00:15
148,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:12
149,2019-04-22,Karl,Prejuego,2,Alim,[],0 days 00:00:17
150,2019-04-22,Karl,Prejuego,2,Forr,[],0 days 00:00:09
151,2019-04-23,Karl,Prejuego,1,Tum,[],0 days 00:00:12
152,2019-04-23,Karl,Prejuego,1,Ras,[],0 days 00:00:02
153,2019-04-23,Karl,Prejuego,1,Tum,[],0 days 00:09:46
154,2019-04-23,Karl,Prejuego,2,Tum,[],0 days 00:10:00
155,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:00:45
156,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:01:20
157,2019-04-24,Karl,Prejuego,1,Alim,[],0 days 00:00:12
158,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:01:52
159,2019-04-24,Karl,Prejuego,1,Cam,[],0 days 00:00:06
160,2019-04-24,Karl,Prejuego,1,Sen,[],0 days 00:00:50
161,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:00:05
162,2019-04-24,Karl,Prejuego,1,Sen,[],0 days 00:01:13
163,2019-04-24,Karl,Prejuego,1,Cam,[],0 days 00:00:10
164,2019-04-24,Karl,Prejuego,1,Sen,[],0 days 00:00:56
165,2019-04-24,Karl,Prejuego,1,Cam,[],0 days 00:00:11
166,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:00:19
167,2019-04-24,Karl,Prejuego,1,Sen,[],0 days 00:00:55
168,2019-04-24,Karl,Prejuego,1,Groo,[],0 days 00:00:16
169,2019-04-24,Karl,Prejuego,1,Forr,[],0 days 00:00:05
170,2019-04-24,Karl,Prejuego,1,Cam,[],0 days 00:00:13
171,2019-04-24,Karl,Prejuego,1,Sen,[],0 days 00:00:19
172,2019-04-25,Karl,Prejuego,2,Sen,[],0 days 00:02:27
173,2019-04-25,Karl,Prejuego,2,Cam,[],0 days 00:00:25
174,2019-04-25,Karl,Prejuego,2,Forr,[],0 days 00:07:08
175,2019-04-26,Karl,Prejuego,1,Sen,[],0 days 00:00:39
176,2019-04-26,Karl,Prejuego,1,Groo,[],0 days 00:00:41
177,2019-04-26,Karl,Prejuego,1,Sen,[],0 days 00:00:28
178,2019-04-26,Karl,Prejuego,1,Ras,[],0 days 00:00:05
179,2019-04-26,Karl,Prejuego,1,Sen,[],0 days 00:01:27
180,2019-04-26,Karl,Prejuego,1,Ras,[],0 days 00:00:05
181,2019-04-26,Karl,Prejuego,1,Sen,[],0 days 00:06:45
182,2019-04-26,Karl,Prejuego,2,Tum,[],0 days 00:01:00
183,2019-04-26,Karl,Prejuego,2,Cam,[],0 days 00:00:03
184,2019-04-26,Karl,Prejuego,2,Sen,[],0 days 00:00:34
185,2019-04-26,Karl,Prejuego,2,Cam,[],0 days 00:00:03
186,2019-04-26,Karl,Prejuego,2,Sen,[],0 days 00:00:50
187,2019-04-26,Karl,Prejuego,2,Cam,[],0 days 00:00:26
188,2019-04-26,Karl,Prejuego,2,Sen,[],0 days 00:00:10
189,2019-04-26,Karl,Prejuego,2,Cam,[],0 days 00:00:49
190,2019-04-26,Karl,Prejuego,2,Sen,[],0 days 00:06:05
191,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:00:02
192,2019-04-29,Karl,Prejuego,1,Ras,[],0 days 00:00:05
193,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:00:53
194,2019-04-29,Karl,Prejuego,1,Ras,[],0 days 00:00:05
195,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:03:54
196,2019-04-29,Karl,Prejuego,1,Ras,[],0 days 00:00:05
197,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:02:43
198,2019-04-29,Karl,Prejuego,1,Con,['Gibon'],0 days 00:00:23
199,2019-04-29,Karl,Prejuego,1,Sen,[],0 days 00:00:35
200,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:00:55
201,2019-04-29,Karl,Prejuego,1,Ras,[],0 days 00:00:05
202,2019-04-29,Karl,Prejuego,1,Tum,[],0 days 00:00:35
203,2019-04-29,Karl,Prejuego,2,Tum,[],0 days 00:06:20
204,2019-04-29,Karl,Prejuego,2,Sen,[],0 days 00:00:02
205,2019-04-29,Karl,Prejuego,2,Ras,[],0 days 00:00:04
206,2019-04-29,Karl,Prejuego,2,Sen,[],0 days 00:01:06
207,2019-04-29,Karl,Prejuego,2,Con,['Gibon'],0 days 00:00:08
208,2019-04-29,Karl,Prejuego,2,Sen,[],0 days 00:02:14
209,2019-04-29,Karl,Prejuego,2,Ras,[],0 days 00:00:04
210,2019-04-29,Karl,Prejuego,2,Sen,[],0 days 00:00:02
211,2019-04-30,Karl,Prejuego,1,Tum,[],0 days 00:08:13
212,2019-04-30,Karl,Prejuego,1,Cam,[],0 days 00:00:14
213,2019-04-30,Karl,Prejuego,1,Sen,[],0 days 00:00:07
214,2019-04-30,Karl,Prejuego,1,Cam,[],0 days 00:00:02
215,2019-04-30,Karl,Prejuego,1,Sen,[],0 days 00:00:43
216,2019-04-30,Karl,Prejuego,1,Cam,[],0 days 00:00:07
217,2019-04-30,Karl,Prejuego,1,Cuad,[],0 days 00:00:33
218,2019-04-30,Karl,Prejuego,2,Tum,[],0 days 00:00:13
219,2019-04-30,Karl,Prejuego,2,Ras,[],0 days 00:00:03
220,2019-04-30,Karl,Prejuego,2,Tum,[],0 days 00:00:55
221,2019-04-30,Karl,Prejuego,2,Ras,[],0 days 00:00:05
222,2019-04-30,Karl,Prejuego,2,Tum,[],0 days 00:00:24
223,2019-04-30,Karl,Prejuego,2,Cam,[],0 days 00:00:10
224,2019-04-30,Karl,Prejuego,2,Sen,[],0 days 00:00:19
225,2019-04-30,Karl,Prejuego,2,Cam,[],0 days 00:00:08
226,2019-04-30,Karl,Prejuego,2,Sen,[],0 days 00:01:09
227,2019-04-30,Karl,Prejuego,2,Cam,[],0 days 00:00:45
228,2019-04-30,Karl,Prejuego,2,Forr,[],0 days 00:03:50
229,2019-04-30,Karl,Prejuego,2,Alim,[],0 days 00:02:04
230,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:04:41
231,2019-05-01,Karl,Prejuego,1,Ras,[],0 days 00:00:05
232,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:01:30
233,2019-05-01,Karl,Prejuego,1,Ras,[],0 days 00:00:03
234,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:01:06
235,2019-05-01,Karl,Prejuego,1,Ras,[],0 days 00:00:05
236,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:01:01
237,2019-05-01,Karl,Prejuego,1,Ras,[],0 days 00:00:10
238,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:00:59
239,2019-05-01,Karl,Prejuego,1,Ras,[],0 days 00:00:05
240,2019-05-01,Karl,Prejuego,1,Tum,[],0 days 00:00:32
241,2019-05-01,Karl,Prejuego,2,Tum,[],0 days 00:05:06
242,2019-05-01,Karl,Prejuego,2,Cam,[],0 days 00:00:04
243,2019-05-01,Karl,Prejuego,2,Sen,[],0 days 00:00:51
244,2019-05-01,Karl,Prejuego,2,Cam,[],0 days 00:00:06
245,2019-05-01,Karl,Prejuego,2,Tum,[],0 days 00:03:53
246,2019-05-03,Karl,Prejuego,1,Sen,[],0 days 00:03:32
247,2019-05-03,Karl,Prejuego,1,Pub,[],0 days 00:00:04
248,2019-05-03,Karl,Prejuego,1,Sen,[],0 days 00:06:24
249,2019-05-03,Karl,Prejuego,2,Tum,[],0 days 00:09:17
250,2019-05-03,Karl,Prejuego,2,Sen,[],0 days 00:00:43
251,2019-05-06,Karl,Prejuego,1,Tum,[],0 days 00:01:51
252,2019-05-06,Karl,Prejuego,1,Cam,[],0 days 00:01:07
253,2019-05-06,Karl,Prejuego,1,Sen,[],0 days 00:00:40
254,2019-05-06,Karl,Prejuego,1,Cam,[],0 days 00:00:09
255,2019-05-06,Karl,Prejuego,1,Alim,[],0 days 00:00:41
256,2019-05-06,Karl,Prejuego,1,Cam,[],0 days 00:00:11
257,2019-05-06,Karl,Prejuego,1,Forr,[],0 days 00:00:06
258,2019-05-06,Karl,Prejuego,1,Cam,[],0 days 00:00:19
259,2019-05-06,Karl,Prejuego,1,Alim,[],0 days 00:00:33
260,2019-05-06,Karl,Prejuego,1,Cam,[],0 days 00:00:26
261,2019-05-06,Karl,Prejuego,1,Tum,[],0 days 00:01:00
262,2019-05-06,Karl,Prejuego,1,Sen,[],0 days 00:02:57
263,2019-05-06,Karl,Prejuego,2,Sen,[],0 days 00:00:35
264,2019-05-06,Karl,Prejuego,2,Cam,[],0 days 00:00:10
265,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:00:22
266,2019-05-06,Karl,Prejuego,2,Marc,['Gibon'],0 days 00:00:05
267,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:00:30
268,2019-05-06,Karl,Prejuego,2,Cam,[],0 days 00:00:15
269,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:01:43
270,2019-05-06,Karl,Prejuego,2,Corr,[],0 days 00:00:04
271,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:01:26
272,2019-05-06,Karl,Prejuego,2,Con,['Hadia'],0 days 00:00:04
273,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:00:07
274,2019-05-06,Karl,Prejuego,2,Cam,[],0 days 00:00:51
275,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:01:09
276,2019-05-06,Karl,Prejuego,2,Cam,[],0 days 00:00:07
277,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:02:00
278,2019-05-06,Karl,Prejuego,2,Cam,[],0 days 00:00:05
279,2019-05-06,Karl,Prejuego,2,Alim,[],0 days 00:00:33
280,2019-05-07,Karl,Prejuego,1,Tum,[],0 days 00:10:00
281,2019-05-07,Karl,Prejuego,2,Sen,[],0 days 00:00:52
282,2019-05-07,Karl,Prejuego,2,Groo,[],0 days 00:00:08
283,2019-05-07,Karl,Prejuego,2,Sen,[],0 days 00:01:29
284,2019-05-07,Karl,Prejuego,2,Con,['Gibon'],0 days 00:00:24
285,2019-05-07,Karl,Prejuego,2,Sen,[],0 days 00:00:19
286,2019-05-07,Karl,Prejuego,2,Cam,[],0 days 00:00:09
287,2019-05-07,Karl,Prejuego,2,Tum,[],0 days 00:06:39
288,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:01:15
289,2019-05-20,Karl,Juego,1,Ras,[],0 days 00:00:08
290,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:01:08
291,2019-05-20,Karl,Juego,1,Sen,[],0 days 00:00:27
292,2019-05-20,Karl,Juego,1,Alim,[],0 days 00:00:27
293,2019-05-20,Karl,Juego,1,Sen,[],0 days 00:00:23
294,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:01:01
295,2019-05-20,Karl,Juego,1,Sen,[],0 days 00:00:03
296,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:01:30
297,2019-05-20,Karl,Juego,1,Hur,[],0 days 00:00:03
298,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:00:20
299,2019-05-20,Karl,Juego,1,Ras,[],0 days 00:00:02
300,2019-05-20,Karl,Juego,1,Tum,[],0 days 00:00:16
301,2019-05-20,Karl,Juego,1,Ras,[],0 days 00:00:04
302,2019-05-20,Karl,Juego,1,Sen,[],0 days 00:01:53
303,2019-05-20,Karl,Juego,2,Sen,[],0 days 00:01:50
304,2019-05-20,Karl,Juego,2,Ras,[],0 days 00:00:03
305,2019-05-20,Karl,Juego,2,Sen,[],0 days 00:00:34
306,2019-05-20,Karl,Juego,2,Tum,[],0 days 00:00:42
307,2019-05-20,Karl,Juego,2,Ras,[],0 days 00:00:03
308,2019-05-20,Karl,Juego,2,Tum,[],0 days 00:01:57
309,2019-05-20,Karl,Juego,2,Ras,[],0 days 00:00:03
310,2019-05-20,Karl,Juego,2,Tum,[],0 days 00:01:02
311,2019-05-20,Karl,Juego,2,Sen,[],0 days 00:03:46
312,2019-05-22,Karl,Juego,1,Tum,[],0 days 00:00:03
313,2019-05-22,Karl,Juego,1,Sen,[],0 days 00:03:22
314,2019-05-22,Karl,Juego,1,Tum,[],0 days 00:06:01
315,2019-05-22,Karl,Juego,1,Ras,[],0 days 00:00:02
316,2019-05-22,Karl,Juego,1,Tum,[],0 days 00:00:32
317,2019-05-22,Karl,Juego,2,Tum,[],0 days 00:03:54
318,2019-05-22,Karl,Juego,2,Sen,[],0 days 00:06:06
319,2019-05-23,Karl,Juego,1,Sen,[],0 days 00:00:14
320,2019-05-23,Karl,Juego,1,Cam,[],0 days 00:00:11
321,2019-05-23,Karl,Juego,1,Sen,[],0 days 00:01:02
322,2019-05-23,Karl,Juego,1,Sen,[],0 days 00:01:44
323,2019-05-23,Karl,Juego,1,Cam,[],0 days 00:00:08
324,2019-05-23,Karl,Juego,1,Forr,[],0 days 00:00:07
325,2019-05-23,Karl,Juego,1,Cam,[],0 days 00:00:15
326,2019-05-23,Karl,Juego,1,Tum,[],0 days 00:06:20
327,2019-05-23,Karl,Juego,2,Tum,[],0 days 00:02:24
328,2019-05-23,Karl,Juego,2,Cam,[],0 days 00:00:14
329,2019-05-23,Karl,Juego,2,Alim,[],0 days 00:00:23
330,2019-05-23,Karl,Juego,2,Sen,[],0 days 00:06:20
331,2019-05-23,Karl,Juego,2,Tum,[],0 days 00:00:39
332,2019-05-24,Karl,Juego,2,Sen,[],0 days 00:06:00
333,2019-05-24,Karl,Juego,2,Pub,[],0 days 00:00:12
334,2019-05-24,Karl,Juego,2,Sen,[],0 days 00:03:13
335,2019-05-24,Karl,Juego,2,Ras,[],0 days 00:00:06
336,2019-05-24,Karl,Juego,2,Sen,[],0 days 00:00:29
337,2019-05-27,Karl,Juego,1,Tum,[],0 days 00:10:00
338,2019-05-27,Karl,Juego,2,Sen,[],0 days 00:10:00
339,2019-05-28,Karl,Juego,1,Sen,[],0 days 00:00:31
340,2019-05-28,Karl,Juego,1,Cam,[],0 days 00:00:38
341,2019-05-28,Karl,Juego,1,Sen,[],0 days 00:04:42
342,2019-05-28,Karl,Juego,1,Cam,[],0 days 00:00:19
343,2019-05-28,Karl,Juego,1,Tum,[],0 days 00:07:50
344,2019-05-28,Karl,Juego,2,Tum,[],0 days 00:10:00
345,2019-05-29,Karl,Juego,1,Tum,[],0 days 00:02:03
346,2019-05-29,Karl,Juego,1,Sen,[],0 days 00:03:10
347,2019-05-29,Karl,Juego,1,Ras,[],0 days 00:00:05
348,2019-05-29,Karl,Juego,1,Sen,[],0 days 00:04:41
349,2019-05-29,Karl,Juego,2,Sen,[],0 days 00:02:04
350,2019-05-29,Karl,Juego,2,Tum,[],0 days 00:00:57
351,2019-05-29,Karl,Juego,2,Cam,[],0 days 00:00:14
352,2019-05-29,Karl,Juego,2,Sen,[],0 days 00:01:10
353,2019-05-29,Karl,Juego,2,Tum,[],0 days 00:04:17
354,2019-05-29,Karl,Juego,2,Sen,[],0 days 00:01:18
355,2019-05-30,Karl,Juego,1,Tum,[],0 days 00:01:05
356,2019-05-30,Karl,Juego,1,Cam,[],0 days 00:00:22
357,2019-05-30,Karl,Juego,1,Tum,[],0 days 00:01:39
358,2019-05-30,Karl,Juego,1,Ras,[],0 days 00:00:02
359,2019-05-30,Karl,Juego,1,Tum,[],0 days 00:01:27
360,2019-05-30,Karl,Juego,1,Cam,[],0 days 00:00:10
361,2019-05-30,Karl,Juego,1,Tum,[],0 days 00:05:15
362,2019-05-30,Karl,Juego,2,Sen,[],0 days 00:00:18
363,2019-05-30,Karl,Juego,2,Cam,[],0 days 00:00:26
364,2019-05-30,Karl,Juego,2,Tum,[],0 days 00:00:58
365,2019-05-30,Karl,Juego,2,Cam,[],0 days 00:00:48
366,2019-05-30,Karl,Juego,2,Sen,[],0 days 00:00:25
367,2019-05-30,Karl,Juego,2,Cam,[],0 days 00:00:09
368,2019-05-30,Karl,Juego,2,Sen,[],0 days 00:01:36
369,2019-05-30,Karl,Juego,2,Cam,[],0 days 00:00:37
370,2019-05-30,Karl,Juego,2,Tum,[],0 days 00:03:45
371,2019-05-31,Karl,Juego,1,Sen,[],0 days 00:02:04
372,2019-05-31,Karl,Juego,1,Tum,[],0 days 00:03:39
373,2019-05-31,Karl,Juego,1,Sen,[],0 days 00:02:15
374,2019-05-31,Karl,Juego,1,Tum,[],0 days 00:02:02
375,2019-05-31,Karl,Juego,2,Tum,[],0 days 00:08:15
376,2019-05-31,Karl,Juego,2,Ras,[],0 days 00:00:02
377,2019-05-31,Karl,Juego,2,Tum,[],0 days 00:01:43
378,2019-06-06,Karl,Juego,1,Tum,[],0 days 00:10:00
379,2019-06-06,Karl,Juego,2,Sen,[],0 days 00:10:00
380,2019-06-07,Karl,Juego,1,Sen,[],0 days 00:01:21
